L,Cmps,QPS,Recall
1700,295,8695.65,99.5
1400,295,10000,99.5
1100,295,10000,99.5
1000,295,10000,99.5
900,295,10526.3,99.5
800,295,10526.3,99.5
700,295,10526.3,99.5
600,295,10526.3,99.5
500,295,10526.3,99.5
400,295,10526.3,99.5
300,294,11111.1,99.5
250,293,11764.7,99.5
200,291,12500,99.5
180,289,13333.3,99.5
160,287,14285.7,99.5
140,285,15384.6,99.5
120,281,16666.7,99.5
100,275,18181.8,99.5
90,271,20000,99.5
80,266,22222.2,99.5
70,260,22222.2,99.5
60,253,25000,99.5
55,248,28571.4,99.5
50,242,28571.4,99.5
45,236,28571.4,99.5
40,229,33333.3,99.5
35,221,33333.3,99.5
30,212,40000,99.5
25,200,40000,99.5
20,186,50000,99.4
15,168,50000,99.25
10,144,66666.7,98.95
