Loaded fvecs: 10000 vectors of dimension 128 from ../data/vecs/sift1m/sift_query.fvecs
Loaded label sets: 10000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 128 from ../data/vecs/sift1m/sift_base.fvecs
Rebuilding two-tier inverted index for 972222 labelsets...
Found 8192 unique labels
Two-tier index configuration:
  Tier 1 (dense): 862 labels (freq >= 799)
  Tier 2 (sparse): 7330 labels
  Tier 1 memory: 0.0975627 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 10000
Example: first query has 10
908244,36538,872728,435345,695756,706771,701258,561813,708177,934876,
ef,recall,qps,dist_comp,hops
1700,0.94863,204.341,21810.5,1690.45
1400,0.94297,246.898,18293.7,1392.93
1100,0.93499,313.05,14673.2,1095.53
1000,0.93168,343.949,13440.8,996.454
900,0.92762,380.898,12194.6,897.371
800,0.92209,430.477,10933.3,798.278
700,0.91655,490.849,9656.81,699.242
600,0.909,568.658,8363.61,600.271
500,0.89772,677.484,7054.04,501.407
400,0.88222,837.894,5724.93,402.631
300,0.86032,1085,4378.17,304.145
250,0.84295,1278.92,3697.23,255.014
200,0.81875,1531.64,3014.52,206.178
180,0.80562,1664.4,2739.03,186.609
160,0.79079,1835.9,2465.52,167.271
140,0.77254,2043.48,2190.95,147.923
120,0.75064,2342.04,1915.04,128.58
100,0.72296,2643.48,1639.93,109.378
90,0.70724,2848.01,1503.61,99.866
80,0.68779,3063.24,1365.35,90.2779
70,0.66524,3351.93,1227.56,80.6853
60,0.64025,3687.48,1088.78,71.0742
55,0.62474,3889.73,1018.16,66.1894
50,0.60831,4129.55,948.106,61.3398
45,0.58905,4377.17,876.472,56.4075
40,0.56676,4677.58,804.182,51.4417
35,0.54258,5169.92,731.918,46.4577
30,0.52653,5432.44,688.631,43.4875
25,0.52653,5379.18,688.631,43.4875
20,0.52653,5390.67,688.631,43.4875
15,0.52653,5405.81,688.631,43.4875
10,0.52653,5404.03,688.631,43.4875
