1700,0.8893,2.32955,430565
1400,0.8893,2.40872,424435
1100,0.8893,2.42052,416927
1000,0.8893,2.35193,414025
900,0.8893,2.36745,410916
800,0.8893,2.38796,407517
700,0.8893,2.48196,403773
600,0.8893,2.47861,399631
500,0.8893,2.50258,394687
400,0.8893,2.59664,388317
300,0.8893,2.63203,379847
250,0.8893,2.69336,373814
200,0.8893,2.74161,365917
180,0.8893,2.77617,361907
160,0.8893,2.83676,357164
140,0.8893,2.91272,351288
120,0.8893,2.99416,343949
100,0.8893,3.11753,334089
90,0.8891,3.19046,328216
80,0.8891,3.26928,321366
70,0.889,3.39159,313076
60,0.8891,3.54172,303056
55,0.8891,3.63635,297167
50,0.889,3.74022,290465
45,0.8889,3.89845,282373
40,0.8889,4.01534,273617
35,0.8888,4.25201,262752
30,0.8886,4.56398,250654
25,0.8881,4.88761,234910
20,0.8873,5.49333,215550
15,0.886,6.44558,190293
10,0.8819,8.17494,156030
