Loaded fvecs: 2000 vectors of dimension 128 from ./quantile_partitions/sift1m_overlap/sift1m_overlap_Q5_query.fvecs
Loaded label sets: 2000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 128 from /root/work/data/vecs/sift1m/sift_base.fvecs
Rebuilding two-tier inverted index for 2385 labelsets...
Found 12 unique labels
Two-tier index configuration:
  Tier 1 (dense): 12 labels (freq >= 891)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 3.39746e-06 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 2000
Example: first query has 10
897155,433042,376488,93656,867099,471565,53512,285070,471024,83164,
ef,recall,qps,dist_comp,hops
1700,0.99925,188.312,22404,1702.31
1400,0.9984,229.52,18923,1402.45
1100,0.99815,290.831,15287.9,1102.64
1000,0.9981,318.451,14039.3,1002.72
900,0.99765,355.526,12768.6,902.806
800,0.9973,401.385,11476.8,802.936
700,0.99635,450.917,10159.9,703.026
600,0.99525,532.094,8819.72,603.195
500,0.9937,643.77,7453.86,503.348
400,0.9904,784.855,6058.36,403.555
300,0.98395,1068.9,4632.79,303.87
250,0.97925,1270.93,3906.31,254.014
200,0.9719,1601.92,3174.16,204.376
180,0.96715,1773.47,2878.13,184.516
160,0.96015,1940.48,2580.43,164.654
140,0.9518,2302.66,2281.43,144.812
120,0.941,2668.48,1981.77,125.082
100,0.92575,3158.36,1682.32,105.457
90,0.9172,3479.9,1531.74,95.647
80,0.9056,3900.52,1381.12,85.858
70,0.89055,4379.8,1231.32,76.157
60,0.87235,5038.2,1082.27,66.5475
55,0.8597,5452.74,1006.02,61.6515
50,0.84855,5908.79,932.269,56.919
45,0.8345,6463.63,857.115,52.11
40,0.81585,6961.85,782.162,47.3155
35,0.7954,7881.61,707.798,42.5745
30,0.78105,8463.9,663.548,39.7585
25,0.78105,8443.54,663.548,39.7585
20,0.78105,8473.15,663.548,39.7585
15,0.78105,8438.15,663.548,39.7585
10,0.78105,8466.38,663.548,39.7585
