efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.1525,1391.35,35.4424,182.475
1400,0.1525,1540.3,35.5299,182.425
1100,0.1525,1627.73,35.574,180.975
1000,0.1525,1737.24,35.6231,179
900,0.1525,1840.86,35.6642,177.375
800,0.1525,1964.45,35.7078,175.75
700,0.15,2127.77,35.7576,172.875
600,0.15,2379.51,35.8213,169.375
500,0.1475,2680.24,35.8819,163.925
400,0.145,3102.24,35.9474,156.7
300,0.145,3727.86,36.0174,144.75
250,0.145,4212.73,36.0575,135.95
200,0.145,4876.81,36.0996,125
180,0.145,5274.2,36.1198,119.9
160,0.1425,5863.49,36.1446,111.1
140,0.14,6422.64,36.164,106.025
120,0.135,6457.99,36.1652,96.875
100,0.1325,8250.82,36.2092,86
90,0.13,9051.64,36.2233,80.175
80,0.125,10306.7,36.2409,72.55
70,0.125,11880.2,36.2578,63.55
60,0.1025,13956.6,36.2743,55.125
55,0.0925,15673.8,36.2846,50.675
50,0.0925,17249.9,36.2923,46.9
45,0.09,19277.5,36.3003,43.85
40,0.09,20661.6,36.3049,38.825
35,0.0875,23363.3,36.3123,35.55
30,0.0775,26092.1,36.3182,31.475
25,0.07,28610.5,36.3227,28.3
20,0.065,32812.9,36.3286,26.25
15,0.0575,38719.6,36.3347,23.925
10,0.0475,43340.8,36.3383,21
