efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.4275,182.8,34.7166,1866.4
1400,0.4275,217.534,35.8023,1769.72
1100,0.4225,264.482,36.8798,1633.47
1000,0.4225,280.721,37.1797,1579.97
900,0.42,306.901,37.6045,1524.17
800,0.4175,338.381,38.0381,1460.08
700,0.41,379.18,38.5038,1377.1
600,0.405,431.966,38.9876,1289.45
500,0.3975,504.567,39.5006,1178.6
400,0.395,608.624,40.0365,1050.08
300,0.3825,773.95,40.6071,873.725
250,0.375,914.828,40.9379,770.825
200,0.3725,1079.3,41.2189,648.5
180,0.3675,1227,41.4093,592.125
160,0.35,1389.31,41.5732,529.6
140,0.3475,1502.11,41.6668,463.625
120,0.345,1721.39,41.8146,405.5
100,0.34,2067.92,41.9855,335.95
90,0.3375,2271.55,42.0621,310.175
80,0.335,2511.3,42.1365,287.025
70,0.335,2772.59,42.2033,263.4
60,0.335,3140.68,42.2787,237.725
55,0.31,3383.25,42.3195,226.8
50,0.2975,3630.72,42.3557,212.625
45,0.2875,4016.86,42.4032,197.8
40,0.285,4423.32,42.4444,183.85
35,0.2775,4954.88,42.4881,171.55
30,0.265,5546.37,42.527,158.275
25,0.2475,6351.16,42.5684,142.95
20,0.2175,7651.05,42.6169,125.575
15,0.175,9580.41,42.6648,106.425
10,0.1525,12551.2,42.7098,88.575
