efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.025,9146.88,19.6021,19.55
1400,0.025,13080.6,19.6148,19.55
1100,0.025,19551.6,19.6245,19.55
1000,0.025,21032,19.6259,19.55
900,0.025,21811.3,19.6266,19.55
800,0.025,21942.5,19.6267,19.55
700,0.025,21916.7,19.6266,19.55
600,0.025,23753.7,19.628,19.375
500,0.025,26613.6,19.6297,19.075
400,0.025,31109.2,19.6318,18.45
300,0.025,37208.3,19.6339,17.575
250,0.025,42560.2,19.6352,17.15
200,0.025,47608.4,19.6361,16.025
180,0.025,51087.7,19.6367,15.55
160,0.025,53042.1,19.637,15.45
140,0.025,56814.1,19.6374,14.95
120,0.025,62299.4,19.638,14.425
100,0.025,66130.1,19.6384,13.9
90,0.025,69442.1,19.6387,13.2
80,0.025,73391.1,19.639,12.75
70,0.025,76018.2,19.6392,12.325
60,0.025,80466.3,19.6394,11.65
55,0.025,81442.8,19.6395,11.2
50,0.025,36937.9,19.6338,10.925
45,0.025,86793.7,19.6398,10.525
40,0.025,88909.5,19.6399,10.125
35,0.025,93675.1,19.6401,9.275
30,0.025,97090.4,19.6403,8.6
25,0.025,99745.6,19.6404,8.05
20,0.025,100764,19.6404,7.025
15,0.025,109227,19.6407,6.225
10,0.0225,113283,19.6408,5.45
