efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.01,31548,36.4993,0.725
1400,0.01,28552.1,36.4949,0.725
1100,0.01,95271,36.5276,0.725
1000,0.01,126620,36.531,0.725
900,0.01,135519,36.5317,0.725
800,0.01,137971,36.5319,0.725
700,0.01,140748,36.5321,0.725
600,0.01,141819,36.5322,0.725
500,0.01,139927,36.532,0.725
400,0.01,143887,36.5323,0.725
300,0.01,143887,36.5323,0.725
250,0.01,142300,36.5322,0.725
200,0.01,146526,36.5325,0.725
180,0.01,141341,36.5321,0.725
160,0.01,143395,36.5323,0.725
140,0.01,146526,36.5325,0.725
120,0.01,146526,36.5325,0.725
100,0.01,143395,36.5323,0.725
90,0.01,146526,36.5325,0.725
80,0.01,147040,36.5325,0.725
70,0.01,147169,36.5325,0.725
60,0.01,145006,36.5324,0.725
55,0.01,146526,36.5325,0.725
50,0.01,147040,36.5325,0.725
45,0.01,144382,36.5323,0.725
40,0.01,147040,36.5325,0.725
35,0.01,147557,36.5325,0.725
30,0.01,136511,36.5318,0.725
25,0.01,148209,36.5326,0.725
20,0.01,147557,36.5325,0.725
15,0.01,143887,36.5323,0.725
10,0.01,148209,36.5326,0.725
