Loaded fvecs: 200 vectors of dimension 192 from ./quantile_partitions/yfcc_containment/yfcc_containment_Q4_query.fvecs
Loaded label sets: 200
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
727869,511837,350839,240684,795607,542239,613700,233390,706289,447747,
ef,recall,qps,dist_comp,hops
1700,0.9535,326.066,3296.2,1700.36
1400,0.9485,390.341,3071.14,1400.27
1100,0.9405,474.614,2786.2,1100.23
1000,0.9395,515.104,2677.22,1000.15
900,0.9385,564.24,2555.09,900.2
800,0.938,624.088,2421.99,800.215
700,0.936,692.363,2272.07,700.195
600,0.9345,789.727,2104.28,600.2
500,0.932,913.07,1914.59,500.195
400,0.9275,1090.8,1697.32,400.405
300,0.921,1374.04,1438.76,300.525
250,0.9185,1582.92,1289.98,250.625
200,0.914,1879.33,1122.12,200.86
180,0.91,2045.26,1048.13,180.86
160,0.91,2242.52,970.935,161.09
140,0.9065,2479.04,889.62,141.165
120,0.904,2789.9,803.48,121.315
100,0.8985,3200.24,711.27,101.58
90,0.8965,3471.07,663.675,91.655
80,0.8905,3734.96,613.195,81.79
70,0.886,4053.6,559.115,71.945
60,0.881,4662.04,505.3,62.255
55,0.878,4857.27,476.48,57.31
50,0.875,5182.89,447.21,52.46
45,0.872,5769.76,418.75,47.565
40,0.8655,6395.03,386.855,42.68
35,0.8615,7019.6,356.14,38.085
30,0.8595,7406.21,334.325,35.05
25,0.8595,7463.26,334.325,35.05
20,0.8595,7529.41,334.325,35.05
15,0.8595,7436.69,334.325,35.05
10,0.8595,7472.11,334.325,35.05
