L,Cmps,QPS,Recall
1700,64021,3.97709,70.8
1400,58322,4.05293,70.05
1100,51893,4.11167,68.85
1000,49567,3.88659,68.35
900,47124,3.85736,68.35
800,44467,3.97338,68.1
700,41619,4.03128,67.2
600,38517,4.21044,66.2
500,35148,4.2147,65.1
400,31394,4.25224,63
300,27131,4.27817,61.7
250,24676,4.28605,60.1
200,22006,4.29489,58.35
180,20843,4.3096,57.9
160,19606,4.31555,56.85
140,18294,4.34207,56.1
120,16914,4.33107,54.9
100,15389,4.35436,52.9
90,14606,4.35569,52.05
80,13774,4.34783,52.05
70,12909,4.34773,50.6
60,11969,4.35095,48.4
55,11503,4.36157,48.35
50,10983,4.38318,46.9
45,10468,4.3852,46.3
40,9979,4.38539,45.6
35,9439,4.35625,44.05
30,8878,4.3671,42.9
25,8303,4.36338,41.7
20,7679,4.37426,40.75
15,7030,4.37474,38.85
10,6285,4.37254,36.05
