L,Cmps,QPS,Recall
1700,82205,23.7547,45.71
1400,71834,27.3733,43.43
1100,60554,32.0461,40.73
1000,56547,34.2853,39.8
900,52417,37.1209,38.58
800,48106,39.7235,37.53
700,43601,42.9682,36.27
600,38872,47.8309,35.01
500,33889,53.8358,33.52
400,28562,61.2257,31.42
300,22859,72.9129,29.2
250,19821,79.0701,27.66
200,16641,88.3626,26.03
180,15291,95.584,25.4
160,13937,101.225,24.59
140,12548,106.598,23.6
120,11106,113.109,22.59
100,9612,122.205,21.28
90,8841,127.178,20.79
80,8064,132.714,19.98
70,7258,138.141,19.1
60,6444,145.285,18.33
55,6023,147.362,17.99
50,5601,153.563,17.42
45,5156,159.388,16.83
40,4706,164.447,16.19
35,4247,169.492,15.43
30,3781,174.642,14.74
25,3293,182.083,13.78
20,2792,187.161,12.79
15,2273,195.465,11.6
10,1719,200.803,10.08
