Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 50
203542,167858,888103,32999,787281,731497,543028,615627,534401,67800,80417,984003,309300,554368,730722,517590,341307,669514,291382,237863,567052,674021,147863,425909,136426,885088,229517,459203,399331,875807,194624,387223,256019,359903,768297,435667,770182,204322,974198,177328,812105,304475,794787,153229,744921,798330,584053,216997,839036,308241,
ef,recall,qps,dist_comp,hops
3000,0.99296,47.3445,38760.7,3000.59
2500,0.99246,57.0482,32943.1,2500.6
2000,0.99122,70.3965,26940.1,2000.42
1700,0.9901,87.3436,23256.2,1701.08
1400,0.98822,122.781,19470.9,1400.96
1100,0.98604,155.799,15588.2,1101.22
1000,0.98508,171.363,14268.3,1001.17
900,0.98358,190.185,12937.5,901.341
800,0.9822,213.607,11593.2,801.483
700,0.98004,244.412,10234,701.729
600,0.9774,283.639,8863.66,602.308
500,0.9737,340.093,7465.24,502.381
400,0.96792,424.39,6052.48,402.893
300,0.95932,561.831,4623.66,303.844
250,0.95162,671.505,3897.88,254.25
200,0.94052,831.158,3169.53,205.017
180,0.9358,918.257,2877.02,185.468
160,0.92878,952.103,2582.53,165.904
140,0.92022,954.037,2284.78,146.211
120,0.90922,1098.36,1988.12,126.678
100,0.89532,1301.59,1686.15,106.963
90,0.88576,1432.33,1536.08,97.196
80,0.87438,1589.8,1387.27,87.585
70,0.86018,1784.23,1238.95,78.034
60,0.84098,2035.54,1089.53,68.318
55,0.82988,2187.12,1016.61,63.502
50,0.81788,2362.4,944.245,58.728
45,0.77994,2575.73,869.398,53.812
40,0.71726,2827.55,793.064,48.808
35,0.64476,3122.38,720.448,44.057
30,0.59622,3335.11,676.147,41.177
25,0.59622,3332.24,676.147,41.177
20,0.59622,3335.87,676.147,41.177
15,0.59622,3298.94,676.147,41.177
10,0.59622,3336.37,676.147,41.177
