Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!

========== MinHash Configuration ==========
Hash functions: 512
Bits per hash:  2 bits
Signature size: 128 bytes per labelset
LSH bands:      128 bands × 4 hashes/band
Bucket space:   2^8 = 256 buckets per band
Est. memory:    73.2422 MB for 600K labelsets
===========================================

Loaded ground truth: 1000
Example: first query has 50
203542,167858,888103,32999,787281,731497,543028,615627,534401,67800,80417,984003,309300,554368,730722,517590,341307,669514,291382,237863,567052,674021,147863,425909,136426,885088,229517,459203,399331,875807,194624,387223,256019,359903,768297,435667,770182,204322,974198,177328,812105,304475,794787,153229,744921,798330,584053,216997,839036,308241,
ef,recall,qps,dist_comp,hops
3000,0.99404,56.6711,38517,3000.41
2500,0.99354,61.0991,32751,2500.58
2000,0.9926,69.2042,26794.9,2000.44
1700,0.99172,81.143,23138.9,1701.23
1400,0.99092,111.032,19374.4,1400.84
1100,0.98928,125.885,15519.8,1101.02
1000,0.98862,137.224,14209.7,1001.14
900,0.9878,152.353,12885.5,901.209
800,0.9865,171.068,11553.3,801.722
700,0.98496,195.215,10199.9,701.665
600,0.98334,227.306,8834.12,602.19
500,0.98062,272.315,7448.02,502.585
400,0.97602,339.683,6038.34,402.812
300,0.97044,449.532,4613.55,303.655
250,0.96446,536.625,3890.67,254.162
200,0.95658,662.222,3164.93,204.913
180,0.9519,733.092,2870.08,185.141
160,0.94608,817.741,2577.66,165.653
140,0.93914,929.125,2281.97,146.07
120,0.93028,1071.55,1984.99,126.507
100,0.91874,1264.29,1687.55,107.024
90,0.9112,1387.64,1535.78,97.151
80,0.89862,1551.32,1381.59,87.17
70,0.88658,1740.91,1234.27,77.684
60,0.87164,1983.63,1086.56,68.088
55,0.86164,2122.46,1013.81,63.256
50,0.85092,2287.44,940.018,58.394
45,0.80716,2508.91,866.404,53.539
40,0.73952,2747.75,792.095,48.677
35,0.65878,3045.58,717.552,43.824
30,0.60688,3260.45,672.519,40.893
25,0.60688,3263.48,672.519,40.893
20,0.60688,3259.56,672.519,40.893
15,0.60688,3261.48,672.519,40.893
10,0.60688,3258.86,672.519,40.893
