Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 1
905235,
ef,recall,qps,dist_comp,hops
3000,0.994,102.344,14968.8,2294.98
2500,0.994,119.033,13220.7,1955.21
2000,0.993,142.431,11317.5,1607.2
1700,0.993,162.755,10082.3,1389.87
1400,0.991,190.983,8762.03,1166.05
1100,0.992,232.799,7332.11,935.763
1000,0.99,252.122,6825.88,857.646
900,0.99,275.541,6303.65,778.594
800,0.988,304.558,5763.95,697.755
700,0.988,341.253,5199.89,615.57
600,0.984,389.555,4612.18,532.244
500,0.984,457.606,3996.19,447.806
400,0.982,554.81,3342.41,362.078
300,0.975,716.136,2644.59,275.355
250,0.968,842.132,2274.04,231.384
200,0.963,1028.1,1889.08,187.146
180,0.96,1128.31,1731.63,169.468
160,0.954,1245.14,1569.58,151.626
140,0.944,1410.12,1404.06,133.779
120,0.936,1618.54,1234.18,115.816
100,0.925,1897.29,1059.19,97.819
90,0.922,2084.7,969.505,88.747
80,0.91,2307.27,880.458,79.778
70,0.896,2564.48,789.097,70.704
60,0.888,2911.22,700.701,61.856
55,0.879,3144.86,654.513,57.243
50,0.871,3394.72,609.651,52.718
45,0.858,3675.94,563.584,48.167
40,0.85,4019.11,517.311,43.609
35,0.836,4447.01,470.431,39.041
30,0.822,4777.77,440.231,36.123
25,0.822,4773.02,440.231,36.069
20,0.822,4751.43,440.229,36.013
15,0.822,4781.35,440.227,35.951
10,0.822,4781.9,440.223,35.904
