Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 1
281421,
ef,recall,qps,dist_comp,hops
3000,0.998,538.145,3691.01,1624.45
2500,0.997,610.936,3348.77,1424.04
2000,0.998,700.185,2966.83,1202.7
1700,0.998,791.564,2710.98,1057.11
1400,0.997,901.575,2427.95,904.028
1100,0.996,1066.51,2111,741.747
1000,0.997,1139.78,1995.31,685.507
900,0.998,1222.48,1873.72,628.123
800,0.996,1332.28,1745.79,568.591
700,0.996,1465.56,1610.39,507.624
600,0.997,1636.52,1465.32,445.607
500,0.997,1868.26,1307.69,381.012
400,0.996,2197.09,1135.57,314.551
300,0.997,2704.35,944.363,244.544
250,0.996,3109.41,838.695,208.594
200,0.997,3644.14,724.381,171.717
180,0.998,3951.4,675.658,156.565
160,0.996,4311.02,624.83,141.124
140,0.996,4745.37,572.358,125.517
120,0.997,5299.33,516.535,109.579
100,0.996,6045.77,457.478,93.23
90,0.995,6517.98,427.416,84.919
80,0.994,7035.76,395.836,76.436
70,0.994,7789.53,362.873,67.849
60,0.995,8667.27,328.586,59.146
55,0.994,9205.55,310.898,54.791
50,0.992,9783.99,292.461,50.36
45,0.989,10442.9,273.521,45.902
40,0.987,11357.7,254.365,41.476
35,0.984,12355.3,234.319,36.992
30,0.978,13633.1,213.636,32.518
25,0.972,15359.5,191.292,27.938
20,0.959,17559.2,168.637,23.409
15,0.945,20625.4,144.22,18.805
10,0.913,25552.2,118.134,14.209
