Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 1
905235,
ef,recall,qps,dist_comp,hops
3000,0.996,98.1648,15022.7,2294.98
2500,0.995,114.038,13265.6,1955.26
2000,0.995,136.701,11353.9,1607.18
1700,0.996,155.609,10112.3,1389.86
1400,0.993,181.963,8786.2,1166.01
1100,0.989,222.791,7352.29,935.835
1000,0.988,241.107,6843.16,857.648
900,0.989,263.013,6318.45,778.599
800,0.985,290.372,5776.58,697.752
700,0.983,325.616,5211.61,615.585
600,0.979,371.695,4621.96,532.228
500,0.977,434.37,4003.36,447.854
400,0.97,526.424,3347.11,362.067
300,0.964,672.252,2647.34,275.36
250,0.954,794.687,2279.16,231.559
200,0.946,967.649,1896.1,187.552
180,0.938,1068.6,1737.21,169.797
160,0.935,1185.2,1574.01,151.92
140,0.925,1326.45,1407.66,134.018
120,0.913,1531.96,1236.73,115.997
100,0.895,1797.24,1061.99,97.999
90,0.889,1974.29,973.001,88.991
80,0.879,2176.23,883.63,79.966
70,0.867,2438.5,793.812,70.994
60,0.859,2735.72,702.496,61.948
55,0.855,2978.18,656.63,57.388
50,0.842,3203.85,610.912,52.832
45,0.835,3478.7,564.632,48.236
40,0.819,3797.9,517.606,43.633
35,0.803,4208.35,471.16,39.12
30,0.794,4485.28,441.885,36.278
25,0.794,4506.94,441.881,36.221
20,0.794,4494.9,441.879,36.164
15,0.794,4506.71,441.877,36.105
10,0.794,4491.81,441.875,36.059
