Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 50
251242,290413,949044,705880,539868,910009,45844,128344,99741,459887,730449,965189,24169,852714,295852,262886,376137,832063,181561,214867,849747,679315,562885,192228,966683,476308,46841,79053,806136,341058,813630,797461,128579,198505,573776,281421,782383,700554,158171,990488,872138,112236,973730,359176,519030,410900,879730,905235,257457,644372,
ef,recall,qps,dist_comp,hops
3000,0.996961,105.383,15022.7,2294.98
2500,0.996406,122.022,13265.6,1955.26
2000,0.995503,146.33,11353.9,1607.18
1700,0.994538,166.594,10112.3,1389.86
1400,0.992936,194.799,8786.2,1166.01
1100,0.990205,237.924,7352.29,935.835
1000,0.989034,258.184,6843.16,857.648
900,0.98733,283.027,6318.45,778.599
800,0.985399,313.127,5776.58,697.752
700,0.982647,350.481,5211.61,615.585
600,0.979362,399.007,4621.96,532.228
500,0.974454,467.649,4003.36,447.854
400,0.966116,567.404,3347.11,362.067
300,0.952132,732.08,2647.34,275.36
250,0.941371,865.345,2279.16,231.559
200,0.925456,1051.03,1896.1,187.552
180,0.917755,1146.27,1737.21,169.797
160,0.906789,1280.73,1574.01,151.92
140,0.894673,1439.73,1407.66,134.018
120,0.878902,1653.17,1236.73,115.997
100,0.85851,1925.63,1061.99,97.999
90,0.844792,2127.78,973.001,88.991
80,0.82668,2354.1,883.63,79.966
70,0.807664,2639.41,793.812,70.994
60,0.783535,2995.59,702.496,61.948
55,0.768564,3217.53,656.63,57.388
50,0.751684,3461.18,610.912,52.832
45,0.727,3758.54,564.632,48.236
40,0.686114,4104.74,517.606,43.633
35,0.630545,4471.25,471.16,39.12
30,0.589412,4846.63,441.885,36.278
25,0.588241,4856.38,441.881,36.221
20,0.587009,4873.9,441.879,36.164
15,0.585757,4833.84,441.877,36.105
10,0.584771,4884.31,441.875,36.059
