Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 1
768297,
ef,recall,qps,dist_comp,hops
3000,0.995,56.923,38517,3000.41
2500,0.995,68.033,32751,2500.58
2000,0.993,84.4605,26794.9,2000.44
1700,0.993,98.8755,23139,1701.23
1400,0.99,119.764,19374.4,1400.84
1100,0.989,151.899,15519.8,1101.02
1000,0.989,166.532,14209.7,1001.14
900,0.988,185.103,12885.5,901.208
800,0.989,208.025,11553.3,801.724
700,0.99,237.807,10199.9,701.664
600,0.988,276.699,8834.1,602.189
500,0.988,331.745,7448.05,502.587
400,0.987,413.413,6038.3,402.81
300,0.985,546.9,4613.5,303.652
250,0.983,655.404,3890.66,254.161
200,0.981,810.995,3164.95,204.914
180,0.979,899.23,2870.08,185.141
160,0.978,1004.28,2577.66,165.653
140,0.976,1138.56,2281.97,146.07
120,0.971,1317.92,1984.99,126.507
100,0.964,1557.76,1687.58,107.026
90,0.96,1714.28,1535.79,97.152
80,0.953,1911.85,1381.59,87.17
70,0.948,2123.47,1234.28,77.684
60,0.933,2441.64,1086.56,68.088
55,0.934,2606.72,1013.81,63.256
50,0.925,2841.38,940.009,58.393
45,0.919,3091.18,866.389,53.538
40,0.914,3389.82,792.131,48.68
35,0.906,3759.11,717.537,43.823
30,0.898,4024.31,672.504,40.892
25,0.898,3989.66,672.504,40.892
20,0.898,4009.95,672.504,40.892
15,0.898,4002.08,672.504,40.892
10,0.898,3971.2,672.504,40.892
