efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.0045,14638,79.1832,15.51
1400,0.0045,18183.5,79.2668,15.51
1100,0.0045,18530.6,79.2733,15.51
1000,0.0045,18859.3,79.2792,15.51
900,0.0045,19109.3,79.2836,15.51
800,0.0045,19175.3,79.2847,15.51
700,0.0045,20226.7,79.3017,15.28
600,0.0045,21956.3,79.3262,14.49
500,0.0045,24384.1,79.3548,13.55
400,0.0045,28336.1,79.3908,11.8
300,0.0045,33282.8,79.4239,9.795
250,0.0045,36456.4,79.4404,8.575
200,0.0045,40298.8,79.4569,7.36
180,0.0045,42724.9,79.4658,6.955
160,0.0045,45034.7,79.4734,6.555
140,0.0045,48135.7,79.4824,6.215
120,0.0045,51306.5,79.4905,5.795
100,0.0045,55036.1,79.4989,5.32
90,0.0045,57968.4,79.5047,5.095
80,0.0045,61803.6,79.5114,4.64
70,0.0045,64329.8,79.5155,4.345
60,0.0045,66465.5,79.5186,4.065
55,0.0045,69540,79.5228,3.875
50,0.004,70027.6,79.5235,3.715
45,0.004,72122.8,79.5261,3.67
40,0.004,72565.8,79.5266,3.625
35,0.004,74938.4,79.5294,3.5
30,0.004,44553.9,79.4719,3.33
25,0.0005,74538.9,79.5289,3.045
20,0.0005,80675.2,79.5354,2.795
15,0.0005,85984.1,79.5402,2.505
10,0.0005,91960.2,79.545,2.21
