efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.006,48756.8,87.8496,0.315
1400,0.006,57291.4,87.8732,0.315
1100,0.006,63053.3,87.8855,0.315
1000,0.006,68372.4,87.895,0.315
900,0.006,73960.6,87.9035,0.315
800,0.006,77428.5,87.9082,0.315
700,0.006,79648.8,87.911,0.315
600,0.006,82443.3,87.9143,0.315
500,0.006,83928,87.916,0.315
400,0.006,85250.1,87.9174,0.315
300,0.006,85869.7,87.918,0.315
250,0.006,86542.9,87.9187,0.315
200,0.006,87875.6,87.9201,0.315
180,0.006,88655.8,87.9209,0.315
160,0.006,87636.9,87.9199,0.315
140,0.006,87527.2,87.9197,0.315
120,0.006,84639.4,87.9167,0.315
100,0.006,86284.8,87.9185,0.315
90,0.006,83576.8,87.9156,0.315
80,0.006,81633,87.9134,0.315
70,0.006,84282.2,87.9163,0.315
60,0.006,85799.4,87.918,0.315
55,0.006,87719.4,87.9199,0.315
50,0.006,85475.9,87.9176,0.315
45,0.006,84358.5,87.9164,0.315
40,0.006,84742,87.9168,0.315
35,0.006,80613.2,87.9122,0.315
30,0.006,77009.2,87.9077,0.315
25,0.006,77672.3,87.9085,0.315
20,0.006,80900.8,87.9125,0.315
15,0.006,82338.1,87.9142,0.315
10,0.006,83995.3,87.916,0.315
