efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0,43793.3,93.3727,0.365
1400,0,53793.8,93.4097,0.365
1100,0,55355.7,93.4143,0.365
1000,0,56914.4,93.4186,0.365
900,0,58583.8,93.423,0.365
800,0,60185.2,93.4269,0.365
700,0,61899.4,93.431,0.365
600,0,62972.8,93.4334,0.365
500,0,64162.5,93.4359,0.365
400,0,65551.4,93.4388,0.365
300,0,66313.1,93.4403,0.365
250,0,68985.3,93.4454,0.365
200,0,68990.9,93.4455,0.365
180,0,69759.7,93.4469,0.365
160,0,70421.5,93.448,0.365
140,0,71459.3,93.4498,0.365
120,0,72073.3,93.4509,0.365
100,0,72440.5,93.4515,0.365
90,0,73778.4,93.4537,0.365
80,0,73882.4,93.4538,0.365
70,0,74572,93.4549,0.365
60,0,74433.1,93.4547,0.365
55,0,75579.9,93.4565,0.365
50,0,75443.9,93.4563,0.365
45,0,75106.2,93.4558,0.365
40,0,74965.2,93.4555,0.365
35,0,75532.2,93.4564,0.365
30,0,76018.2,93.4572,0.365
25,0,76769.5,93.4583,0.365
20,0,75901.3,93.457,0.365
15,0,76225.4,93.4575,0.365
10,0,77037.5,93.4587,0.365
