efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.0145,5925.75,78.1985,41.915
1400,0.0145,6459.33,78.2838,41.915
1100,0.0145,6817.79,78.3337,41.295
1000,0.0145,7344,78.3983,39.675
900,0.0145,7934.29,78.4606,37.425
800,0.0145,8614.39,78.5219,35.36
700,0.0145,9335.3,78.5772,32.245
600,0.0145,10209.2,78.6339,28.925
500,0.0145,11494.2,78.7016,25.48
400,0.0145,12997.9,78.764,22.325
300,0.0145,14944.4,78.8262,19.395
250,0.0145,16178.6,78.858,17.8
200,0.0145,17571.4,78.8885,16.415
180,0.0145,18431.6,78.905,15.585
160,0.0145,19563.4,78.9245,14.54
140,0.0145,20725.4,78.9424,13.465
120,0.0145,22094.5,78.961,12.7
100,0.0145,22857.2,78.9704,11.81
90,0.0145,24603.6,78.9898,11.36
80,0.0145,25890,79.0024,10.835
70,0.0145,26990.4,79.0122,10.38
60,0.0145,28523,79.0247,9.725
55,0.014,29446.1,79.0315,9.39
50,0.014,30529.6,79.0391,9.045
45,0.014,31675.4,79.0465,8.69
40,0.0135,32616.4,79.0522,8.245
35,0.0135,33938.6,79.0596,8
30,0.012,35548,79.068,7.49
25,0.0115,36988.4,79.0748,7.195
20,0.0115,39100.4,79.084,6.62
15,0.011,41614.3,79.0936,6.125
10,0.006,45299.8,79.1058,5.315
