filter_type,ef,query_id,selectivity,selectivity_bucket,top_layer,total_visited,bottom_visited,bottom_visited_frac,layer_0_visited,layer_1_visited,layer_2_visited,layer_3_visited,layer_4_visited,layer_5_visited,layer_6_visited,layer_7_visited,layer_8_visited,layer_0_candidates,layer_1_candidates,layer_2_candidates,layer_3_candidates,layer_4_candidates,layer_5_candidates,layer_6_candidates,layer_7_candidates,layer_8_candidates
containment,1000,185,0.00167825,[0.001,0.01),8,1646,731,0.444107,731,0,0,7,154,174,52,28,500,402,0,0,1,98,128,43,21,307
containment,1000,186,0.0011155,[0.001,0.01),8,1116,543,0.486559,543,0,0,0,117,79,24,3,350,480,0,0,0,112,77,23,2,306
containment,1000,187,5.89736e-05,[0,0.001),8,59,16,0.271186,16,0,0,0,4,0,0,0,39,16,0,0,0,4,0,0,0,39
containment,1000,188,0.00415214,[0.001,0.01),8,3571,1620,0.453654,1620,0,0,11,589,575,200,71,505,373,0,0,2,165,214,100,37,109
containment,1000,189,0.0587587,[0.01,0.1),8,12666,4613,0.364203,4613,0,0,16,2423,3007,1242,656,709,247,0,0,0,96,246,193,144,74
containment,1000,190,0.0013464,[0.001,0.01),8,1345,554,0.411896,554,0,0,2,131,128,21,13,496,388,0,0,1,113,112,20,13,353
containment,1000,191,0.103168,[0.1,0.5),8,13935,3648,0.261787,3648,0,0,5,1500,3367,2201,2222,992,150,0,0,0,50,186,186,280,148
containment,1000,192,0.361036,[0.1,0.5),8,15139,2886,0.190633,2886,0,0,5,1237,3430,2898,2915,1768,88,0,0,0,19,128,198,305,262
containment,1000,193,0.00285872,[0.001,0.01),8,2645,1183,0.447259,1183,0,0,18,408,383,126,22,505,334,0,0,3,149,216,78,16,204
containment,1000,194,0.0505384,[0.01,0.1),8,11421,4424,0.387357,4424,0,0,17,1611,2667,1237,820,645,220,0,0,0,105,242,203,167,63
containment,1000,195,0.361036,[0.1,0.5),8,10739,3742,0.34845,3742,0,0,13,1283,2327,1290,1200,884,162,0,0,0,41,149,205,289,154
containment,1000,196,0.000172923,[0,0.001),8,173,52,0.300578,52,0,0,0,11,4,1,0,105,52,0,0,0,11,4,1,0,105
containment,1000,197,0.0297027,[0.01,0.1),8,10488,4405,0.420004,4405,0,0,25,2033,2208,871,372,574,282,0,0,0,156,273,165,80,44
containment,1000,198,1.09951e-05,[0,0.001),8,11,1,0.0909091,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,10
containment,1000,199,5.09772e-05,[0,0.001),8,51,18,0.352941,18,0,0,0,2,0,1,0,30,18,0,0,0,2,0,1,0,30
containment,1000,200,0.0229667,[0.01,0.1),8,9373,3657,0.390163,3657,0,0,14,1380,1986,978,798,560,225,0,0,0,98,267,195,172,43
containment,1000,201,0.0188166,[0.01,0.1),8,8562,3660,0.42747,3660,0,0,23,1419,1873,772,271,544,260,0,0,1,130,288,192,83,46
containment,1000,202,0.0125994,[0.01,0.1),8,6410,3109,0.485023,3109,0,0,7,984,1168,408,213,521,302,0,0,2,126,260,144,106,60
containment,1000,203,0.252526,[0.1,0.5),8,13422,3925,0.29243,3925,0,0,5,2283,3583,1611,1051,964,131,0,0,0,61,211,225,218,154
containment,1000,204,0.180685,[0.1,0.5),8,13024,3743,0.287393,3743,0,0,3,1394,2768,2057,2043,1016,98,0,0,0,55,156,230,307,154
containment,1000,205,0.000101954,[0,0.001),8,102,33,0.323529,33,0,0,0,5,5,0,0,59,33,0,0,0,5,5,0,0,59
containment,1000,206,3.39848e-05,[0,0.001),8,34,10,0.294118,10,0,0,0,1,0,0,0,23,10,0,0,0,1,0,0,0,23
containment,1000,207,0.000135939,[0,0.001),8,136,38,0.279412,38,0,0,0,7,11,1,0,79,38,0,0,0,7,11,1,0,79
containment,1000,208,0.0630008,[0.01,0.1),8,12715,3598,0.282973,3598,0,0,3,1728,3067,1909,1765,645,104,0,0,0,61,235,275,278,47
containment,1000,209,1.59928e-05,[0,0.001),8,16,4,0.25,4,0,0,0,1,1,0,0,10,4,0,0,0,1,1,0,0,10
containment,1000,210,0.0420222,[0.01,0.1),8,10496,4306,0.410252,4306,0,0,13,1477,2245,1073,793,589,269,0,0,0,79,241,186,181,44
containment,1000,211,0.00193813,[0.001,0.01),8,1831,736,0.401966,736,0,0,1,221,273,67,32,501,326,0,0,0,137,188,55,23,271
containment,1000,212,0.240857,[0.1,0.5),8,14981,3031,0.202323,3031,0,0,1,1207,3568,2691,2818,1665,95,0,0,0,19,145,206,310,225
containment,1000,213,0.00859115,[0.001,0.01),8,5950,2821,0.474118,2821,0,0,17,1075,1011,383,127,516,335,0,0,1,182,254,125,43,60
containment,1000,214,0.103168,[0.1,0.5),8,12778,3897,0.304977,3897,0,0,7,1518,3047,1842,1673,794,114,0,0,0,52,211,227,292,104
containment,1000,215,0.240857,[0.1,0.5),8,13417,3612,0.269211,3612,0,0,1,1374,3015,2123,2049,1243,111,0,0,0,38,171,212,291,177
containment,1000,216,0.0017812,[0.001,0.01),8,1722,775,0.450058,775,0,0,2,201,177,48,17,502,401,0,0,2,119,126,45,16,291
containment,1000,217,0.361036,[0.1,0.5),8,14744,2819,0.191196,2819,0,0,3,995,2980,2728,3202,2017,84,0,0,0,22,126,177,332,259
containment,1000,218,0.252526,[0.1,0.5),8,13743,4151,0.302045,4151,0,0,2,1980,3482,1777,1312,1039,210,0,0,0,41,195,184,229,141
containment,1000,219,0.000572743,[0,0.001),8,573,207,0.361257,207,0,0,0,33,46,7,3,277,207,0,0,0,33,46,7,3,277
containment,1000,220,0.0229157,[0.01,0.1),8,7490,4018,0.536449,4018,0,0,4,987,1204,498,208,571,405,0,0,0,104,204,148,72,67
containment,1000,221,0.722501,[0.5,1.0],8,15235,2366,0.1553,2366,0,0,3,749,3010,2918,3347,2842,50,0,0,0,5,71,161,302,411
containment,1000,222,0.0587587,[0.01,0.1),8,9205,4080,0.443237,4080,0,0,49,1687,1806,699,283,601,246,0,0,0,126,260,208,104,56
containment,1000,223,0.00743967,[0.001,0.01),8,4805,2549,0.530489,2549,0,0,9,713,712,231,72,519,393,0,0,0,113,252,115,45,82
containment,1000,224,8.29628e-05,[0,0.001),8,83,24,0.289157,24,0,0,0,8,3,0,0,48,24,0,0,0,8,3,0,0,48
containment,1000,225,0.000354841,[0,0.001),8,355,127,0.357746,127,0,0,1,28,35,2,1,161,127,0,0,1,28,35,2,1,161
containment,1000,226,0.00261083,[0.001,0.01),8,2509,1197,0.477083,1197,0,0,27,387,285,84,27,502,378,0,0,8,163,168,53,23,207
containment,1000,227,0.00677197,[0.001,0.01),8,4721,2310,0.489303,2310,0,0,27,753,783,263,76,509,362,0,0,0,139,252,111,42,94
containment,1000,228,0.0288861,[0.01,0.1),8,9939,3741,0.376396,3741,0,0,3,1101,1923,1321,1235,615,221,0,0,0,73,180,214,250,62
containment,1000,229,0.722501,[0.5,1.0],8,14422,2989,0.207253,2989,0,0,0,854,2622,2384,2885,2688,83,0,0,0,18,73,133,326,367
containment,1000,230,0.00199211,[0.001,0.01),8,1919,859,0.447629,859,0,0,17,267,206,57,12,501,395,0,0,8,159,152,48,9,229
containment,1000,231,0.0632517,[0.01,0.1),8,11906,4038,0.339157,4038,0,0,39,1828,2749,1430,1127,695,170,0,0,0,93,274,189,211,63
containment,1000,232,0.037942,[0.01,0.1),8,9866,3641,0.369045,3641,0,0,2,1229,2031,1192,1171,600,199,0,0,0,73,207,199,262,60
containment,1000,233,0.000191914,[0,0.001),8,192,58,0.302083,58,0,0,2,15,6,1,0,110,58,0,0,2,15,6,1,0,110
containment,1000,234,0.120423,[0.1,0.5),8,12847,3869,0.30116,3869,0,0,6,1469,3019,2022,1534,928,143,0,0,0,46,185,242,236,148
containment,1000,235,0.722501,[0.5,1.0],8,14997,2769,0.184637,2769,0,0,0,821,2692,2426,3198,3091,88,0,0,0,6,72,127,284,423
containment,1000,236,0.0587587,[0.01,0.1),8,11314,4724,0.417536,4724,0,0,38,2067,2465,966,413,641,275,0,0,0,130,258,167,117,53
containment,1000,237,0.252526,[0.1,0.5),8,12670,3936,0.310655,3936,0,0,9,1636,2986,1584,1348,1171,142,0,0,0,42,198,168,264,186
containment,1000,238,0.000206907,[0,0.001),8,207,66,0.318841,66,0,0,0,10,10,0,2,119,66,0,0,0,10,10,0,2,119
containment,1000,239,0.0654817,[0.01,0.1),8,11619,3856,0.33187,3856,0,0,6,1463,2653,1592,1399,650,115,0,0,0,63,241,228,276,77
containment,1000,240,0.722501,[0.5,1.0],8,15726,1876,0.119293,1876,0,0,0,696,3070,3165,3621,3298,33,0,0,0,3,47,126,325,466
containment,1000,241,0.0069279,[0.001,0.01),8,4754,2477,0.521035,2477,0,0,68,857,651,160,34,507,426,0,0,3,190,221,64,18,78
containment,1000,242,0.000497777,[0,0.001),8,498,167,0.335341,167,0,0,0,35,43,10,2,241,167,0,0,0,35,43,10,2,241
containment,1000,243,0.00231296,[0.001,0.01),8,2191,1178,0.537654,1178,0,0,12,261,191,40,7,502,465,0,0,3,136,140,28,5,223
containment,1000,244,0.00416014,[0.001,0.01),8,3550,1788,0.503662,1788,0,0,44,633,446,110,20,509,383,0,0,9,181,210,59,10,148
containment,1000,245,0.00448299,[0.001,0.01),8,3825,2012,0.526013,2012,0,0,45,655,468,118,20,507,416,0,0,5,180,200,67,8,124
containment,1000,246,0.0842872,[0.01,0.1),8,11289,4414,0.391,4414,0,0,12,1558,2689,1314,600,702,189,0,0,0,77,270,240,155,69
containment,1000,247,0.042505,[0.01,0.1),8,11260,3453,0.306661,3453,0,0,8,1257,2446,1753,1707,636,115,0,0,0,44,203,237,337,64
containment,1000,248,0.722501,[0.5,1.0],8,13605,3012,0.221389,3012,0,0,0,1016,2997,2223,2299,2058,90,0,0,0,10,63,142,308,387
containment,1000,249,0.00071368,[0,0.001),8,714,325,0.455182,325,0,0,0,68,52,10,3,256,325,0,0,0,68,52,10,3,256
containment,1000,250,0.0147184,[0.01,0.1),8,7535,2840,0.376908,2840,0,0,12,1158,1499,826,666,534,206,0,0,0,103,232,203,201,55
containment,1000,251,0.00224399,[0.001,0.01),8,2131,825,0.387142,825,0,0,0,273,320,118,90,505,318,0,0,0,136,175,71,58,242
containment,1000,252,0.722501,[0.5,1.0],8,15141,2567,0.16954,2567,0,0,1,885,3298,2680,3111,2599,75,0,0,0,9,89,150,305,372
containment,1000,253,0.000150932,[0,0.001),8,151,53,0.350993,53,0,0,0,6,4,1,1,86,53,0,0,0,6,4,1,1,86
containment,1000,254,0.722501,[0.5,1.0],8,15542,1848,0.118904,1848,0,0,0,686,3434,3455,3330,2789,50,0,0,0,8,90,151,321,380
containment,1000,255,0.722501,[0.5,1.0],8,14185,3046,0.214734,3046,0,0,2,991,3115,2477,2513,2041,80,0,0,0,12,77,179,343,309
containment,1000,256,0.361036,[0.1,0.5),8,13310,3596,0.270173,3596,0,0,5,1283,3029,2048,2117,1232,104,0,0,0,22,141,186,328,219
containment,1000,257,0.168734,[0.1,0.5),8,14592,3455,0.236774,3455,0,0,13,1588,3819,2395,1982,1340,161,0,0,0,37,179,211,256,156
containment,1000,258,0.103168,[0.1,0.5),8,12033,4250,0.353195,4250,0,0,7,1558,2721,1585,1224,688,192,0,0,0,51,237,202,219,99
containment,1000,259,0.0422521,[0.01,0.1),8,10047,4044,0.402508,4044,0,0,39,1618,2049,1019,669,609,222,0,0,0,124,250,203,155,46
containment,1000,260,0.00187816,[0.001,0.01),8,1835,853,0.46485,853,0,0,1,203,177,77,21,503,418,0,0,1,109,120,55,18,279
containment,1000,261,0.0297027,[0.01,0.1),8,9488,4151,0.4375,4151,0,0,41,1808,1921,674,323,570,308,0,0,0,136,252,160,96,48
containment,1000,262,0.0443231,[0.01,0.1),8,11810,4636,0.392549,4636,0,0,29,2336,2703,1071,418,617,246,0,0,0,151,302,163,80,58
containment,1000,263,0.00790246,[0.001,0.01),8,5178,2621,0.50618,2621,0,0,16,875,778,310,70,508,395,0,0,4,140,216,119,40,86
containment,1000,264,0.0252507,[0.01,0.1),8,8938,4093,0.457932,4093,0,0,26,1687,1750,603,218,561,263,0,0,0,150,280,190,68,49
containment,1000,265,8.29628e-05,[0,0.001),8,83,18,0.216867,18,0,0,0,4,3,2,0,56,18,0,0,0,4,3,2,0,56
containment,1000,266,0.252526,[0.1,0.5),8,13327,3858,0.289488,3858,0,0,1,1967,3407,1718,1299,1077,136,0,0,0,47,219,215,237,146
containment,1000,267,0.00718978,[0.001,0.01),8,5149,2499,0.485337,2499,0,0,9,898,781,352,98,512,365,0,0,1,163,221,128,50,72
containment,1000,268,0.0297027,[0.01,0.1),8,8479,3895,0.45937,3895,0,0,46,1570,1675,548,196,549,264,0,0,1,160,306,155,73,41
containment,1000,269,0.0654817,[0.01,0.1),8,10264,3847,0.374805,3847,0,0,3,1177,2143,1211,1242,641,127,0,0,0,54,238,217,293,71
containment,1000,270,0.0219871,[0.01,0.1),8,7357,3457,0.469893,3457,0,0,41,1477,1224,429,213,516,291,0,0,0,165,256,155,102,31
containment,1000,271,0.0118807,[0.01,0.1),8,7057,3380,0.478957,3380,0,0,19,1285,1275,448,129,521,348,0,0,1,165,264,128,51,43
containment,1000,272,0.00142836,[0.001,0.01),8,1420,581,0.409155,581,0,0,1,139,130,52,16,501,390,0,0,0,92,108,47,16,347
containment,1000,273,0.252526,[0.1,0.5),8,15243,2902,0.190382,2902,0,0,3,1828,4303,2534,2139,1534,95,0,0,0,36,184,208,272,205
containment,1000,274,0.126858,[0.1,0.5),8,12953,3995,0.308423,3995,0,0,22,1982,3196,1733,1179,846,137,0,0,0,78,232,213,241,99
containment,1000,275,0.000830628,[0,0.001),8,831,379,0.456077,379,0,0,1,74,53,4,2,318,379,0,0,1,74,53,4,2,318
containment,1000,276,0.00069169,[0,0.001),8,692,310,0.447977,310,0,0,0,50,49,5,1,277,310,0,0,0,50,49,5,1,277
containment,1000,277,0.252526,[0.1,0.5),8,14285,3700,0.259013,3700,0,0,1,1446,3513,2162,2022,1441,144,0,0,0,33,196,188,265,174
containment,1000,278,0.126858,[0.1,0.5),8,14132,3866,0.273564,3866,0,0,12,2064,3717,2107,1417,949,116,0,0,0,65,238,220,242,119
containment,1000,279,0.00213105,[0.001,0.01),8,2043,949,0.464513,949,0,0,22,284,227,53,6,502,400,0,0,4,160,159,44,5,228
containment,1000,280,0.00144035,[0.001,0.01),8,1435,774,0.539373,774,0,0,32,211,70,15,0,333,513,0,0,13,169,64,12,0,229
containment,1000,281,0.000226898,[0,0.001),8,227,55,0.242291,55,0,0,1,26,10,1,0,134,55,0,0,1,26,10,1,0,134
containment,1000,282,0.0169344,[0.01,0.1),8,7239,3621,0.500207,3621,0,0,45,1316,1172,424,130,531,344,0,0,1,149,233,154,63,56
containment,1000,283,0.722501,[0.5,1.0],8,15537,1919,0.123512,1919,0,0,0,609,2918,2942,3841,3308,49,0,0,0,4,70,140,328,409
containment,1000,284,0.0175571,[0.01,0.1),8,8033,3859,0.480393,3859,0,0,39,1503,1489,485,112,546,327,0,0,1,180,281,130,38,43
containment,1000,285,0.722501,[0.5,1.0],8,15074,2245,0.148932,2245,0,0,0,716,2616,2839,3626,3032,56,0,0,0,10,66,157,332,379
containment,1000,286,0.0008936,[0,0.001),8,894,345,0.385906,345,0,0,2,68,68,17,3,391,345,0,0,2,68,68,17,3,391
containment,1000,287,0.00500076,[0.001,0.01),8,4234,1994,0.470949,1994,0,0,14,696,726,250,48,506,356,0,0,1,159,235,106,26,117
containment,1000,288,0.722501,[0.5,1.0],8,11494,3364,0.292674,3364,0,0,7,1102,2439,1532,1621,1429,68,0,0,0,15,105,187,324,301
containment,1000,289,0.00119347,[0.001,0.01),8,1192,622,0.521812,622,0,0,1,102,75,7,2,383,497,0,0,0,94,72,7,2,328
containment,1000,290,1.59928e-05,[0,0.001),8,16,2,0.125,2,0,0,0,0,1,0,0,13,2,0,0,0,0,1,0,0,13
containment,1000,291,0.00327353,[0.001,0.01),8,2957,1210,0.409199,1210,0,0,5,379,500,245,116,502,307,0,0,1,137,193,141,59,162
containment,1000,292,0.000724675,[0,0.001),8,725,272,0.375172,272,0,0,0,25,53,25,6,344,272,0,0,0,25,53,25,6,344
containment,1000,293,0.00204808,[0.001,0.01),8,2000,946,0.473,946,0,0,15,251,217,51,20,500,407,0,0,7,144,147,42,13,240
containment,1000,294,0.00924386,[0.001,0.01),8,5360,2832,0.528358,2832,0,0,7,830,831,236,109,515,404,0,0,1,153,228,97,63,54
containment,1000,295,0.017754,[0.01,0.1),8,8862,4057,0.457797,4057,0,0,26,1635,1813,575,205,551,324,0,0,2,157,255,125,79,58
containment,1000,296,0.252526,[0.1,0.5),8,12511,3747,0.299496,3747,0,0,3,1245,2827,1688,1552,1449,186,0,0,0,33,170,197,230,184
containment,1000,297,0.00834226,[0.001,0.01),8,5324,2660,0.499624,2660,0,0,17,934,859,295,51,508,348,0,0,0,167,265,138,21,61
containment,1000,298,0.0169274,[0.01,0.1),8,7815,3765,0.481766,3765,0,0,5,1044,1490,561,398,552,324,0,0,0,111,230,144,137,54
containment,1000,299,0.00118547,[0.001,0.01),8,1184,533,0.450169,533,0,0,1,135,111,13,4,387,432,0,0,1,124,105,12,4,322
containment,1000,300,0.0516179,[0.01,0.1),8,11093,4223,0.380691,4223,0,0,3,1327,2357,1321,1184,678,242,0,0,0,69,225,189,201,74
containment,1000,301,0.252526,[0.1,0.5),8,13838,4195,0.303151,4195,0,0,7,1965,3628,1712,1245,1086,190,0,0,0,50,222,180,215,143
containment,1000,302,0.0315519,[0.01,0.1),8,8689,3869,0.445276,3869,0,0,5,1274,1773,702,525,541,218,0,0,0,92,252,196,205,37
containment,1000,303,0.00119347,[0.001,0.01),8,1192,627,0.526007,627,0,0,1,95,72,12,1,384,510,0,0,1,85,68,12,1,323
containment,1000,304,0.0898338,[0.01,0.1),8,12565,3355,0.267012,3355,0,0,15,1147,2614,2180,2473,781,98,0,0,0,34,168,228,366,106
containment,1000,305,0.000573743,[0,0.001),8,574,199,0.34669,199,0,0,0,32,44,9,0,290,199,0,0,0,32,44,9,0,290
containment,1000,306,0.0297027,[0.01,0.1),8,9207,4174,0.453351,4174,0,0,47,1770,1812,611,241,552,307,0,0,1,155,280,153,72,32
containment,1000,307,1.29942e-05,[0,0.001),8,13,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,1,0,0,12
containment,1000,308,0.00595433,[0.001,0.01),8,4545,2174,0.478328,2174,0,0,23,695,755,278,111,509,385,0,0,5,139,220,109,51,91
containment,1000,309,1.59928e-05,[0,0.001),8,16,1,0.0625,1,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,15
containment,1000,310,0.000103953,[0,0.001),8,104,27,0.259615,27,0,0,0,9,2,0,1,65,27,0,0,0,9,2,0,1,65
containment,1000,311,0.722501,[0.5,1.0],8,13476,3156,0.234194,3156,0,0,1,935,2866,2220,2344,1954,92,0,0,0,10,91,175,332,300
containment,1000,312,6.39713e-05,[0,0.001),8,64,16,0.25,16,0,0,0,7,2,0,0,39,16,0,0,0,7,2,0,0,39
containment,1000,313,0.103168,[0.1,0.5),8,11201,4008,0.357825,4008,0,0,10,1475,2463,1435,1115,695,129,0,0,0,60,194,250,262,105
containment,1000,314,0.00383528,[0.001,0.01),8,3268,1644,0.50306,1644,0,0,40,548,394,102,39,501,370,0,0,5,192,212,69,28,124
containment,1000,315,0.00259884,[0.001,0.01),8,2398,922,0.384487,922,0,0,3,332,410,162,65,504,311,0,0,0,135,215,104,46,189
containment,1000,316,0.252526,[0.1,0.5),8,15058,2911,0.193319,2911,0,0,1,1829,4330,2435,1995,1557,108,0,0,0,31,204,198,268,191
containment,1000,317,0.000728674,[0,0.001),8,729,350,0.48011,350,0,0,6,68,37,5,1,262,350,0,0,6,68,37,5,1,262
containment,1000,318,0.0503175,[0.01,0.1),8,9725,4214,0.433316,4214,0,0,33,1468,1957,885,555,613,228,0,0,0,93,264,200,151,64
containment,1000,319,0.722501,[0.5,1.0],8,12359,3634,0.294037,3634,0,0,2,922,2355,1732,2036,1678,104,0,0,0,16,101,148,334,297
containment,1000,320,0.00330052,[0.001,0.01),8,2969,1391,0.468508,1391,0,0,13,458,447,114,44,502,362,0,0,3,158,227,65,29,156
containment,1000,321,0.000408817,[0,0.001),8,409,196,0.479218,196,0,0,4,39,11,3,1,155,196,0,0,4,39,11,3,1,155
containment,1000,322,0.00540058,[0.001,0.01),8,3944,1877,0.475913,1877,0,0,20,665,579,227,73,503,349,0,0,2,156,230,120,40,103
containment,1000,323,0.0632517,[0.01,0.1),8,11505,4323,0.37575,4323,0,0,27,1865,2555,1258,841,636,191,0,0,0,90,284,190,184,61
containment,1000,324,3.09861e-05,[0,0.001),8,31,9,0.290323,9,0,0,0,1,1,1,0,19,9,0,0,0,1,1,1,0,19
containment,1000,325,0.00596433,[0.001,0.01),8,4447,2113,0.475152,2113,0,0,25,777,769,189,61,513,329,0,0,2,177,260,102,26,104
containment,1000,326,0.00342347,[0.001,0.01),8,2979,1641,0.550856,1641,0,0,27,429,312,52,17,501,455,0,0,5,149,173,42,11,165
containment,1000,327,0.0360988,[0.01,0.1),8,11513,4160,0.361331,4160,0,0,17,2025,2694,1260,765,592,221,0,0,0,113,281,178,161,46
containment,1000,328,0.252526,[0.1,0.5),8,15256,2859,0.187402,2859,0,0,1,1637,4407,2624,2241,1487,153,0,0,0,43,214,168,250,172
containment,1000,329,0.103168,[0.1,0.5),8,13374,3710,0.277404,3710,0,0,6,1362,3146,2195,1949,1006,173,0,0,0,40,195,204,256,132
containment,1000,330,0.00314359,[0.001,0.01),8,2835,1455,0.513228,1455,0,0,33,447,288,86,23,503,419,0,0,10,182,163,52,17,157
containment,1000,331,0.00167325,[0.001,0.01),8,1664,766,0.460337,766,0,0,8,163,180,38,8,501,411,0,0,2,106,141,33,7,300
containment,1000,332,0.722501,[0.5,1.0],8,11821,3402,0.287793,3402,0,0,2,916,2248,1582,1820,1851,88,0,0,0,16,73,167,302,354
containment,1000,333,0.0179709,[0.01,0.1),8,8582,3471,0.404451,3471,0,0,2,996,1466,1035,1069,543,221,0,0,0,84,178,196,276,45
containment,1000,334,0.240857,[0.1,0.5),8,10458,3769,0.360394,3769,0,0,14,1238,2193,1311,1102,831,132,0,0,0,35,188,247,260,138
containment,1000,335,0.361036,[0.1,0.5),8,14119,3454,0.244635,3454,0,0,9,1422,3411,2390,2137,1296,100,0,0,0,21,153,230,289,207
containment,1000,336,0.0654817,[0.01,0.1),8,9998,3821,0.382176,3821,0,0,7,1279,2089,1223,954,625,135,0,0,0,63,237,235,250,80
containment,1000,337,0.0295488,[0.01,0.1),8,9711,4191,0.431572,4191,0,0,38,1811,2043,808,249,571,256,0,0,1,124,310,172,81,56
containment,1000,338,0.126858,[0.1,0.5),8,11055,4191,0.379104,4191,0,0,18,1947,2564,1065,614,656,161,0,0,0,95,259,215,201,69
containment,1000,339,0.0842872,[0.01,0.1),8,11676,4436,0.379925,4436,0,0,15,1886,2880,1286,519,654,214,0,0,0,96,293,194,134,69
containment,1000,340,0.000175921,[0,0.001),8,176,51,0.289773,51,0,0,0,9,10,1,2,103,51,0,0,0,9,10,1,2,103
containment,1000,341,0.00583738,[0.001,0.01),8,4540,2372,0.522467,2372,0,0,60,735,677,144,42,510,410,0,0,7,176,235,57,27,88
containment,1000,342,0.000274877,[0,0.001),8,275,89,0.323636,89,0,0,0,20,14,1,1,150,89,0,0,0,20,14,1,1,150
containment,1000,343,0.0060183,[0.001,0.01),8,4523,2274,0.502764,2274,0,0,4,704,671,263,93,514,398,0,0,0,135,214,103,49,101
containment,1000,344,0.00154831,[0.001,0.01),8,1498,551,0.367824,551,0,0,1,150,210,59,25,502,326,0,0,0,107,169,43,20,335
containment,1000,345,0.00339848,[0.001,0.01),8,2884,1518,0.526352,1518,0,0,36,460,304,53,13,500,433,0,0,5,192,184,32,9,145
containment,1000,346,0.00015593,[0,0.001),8,156,72,0.461538,72,0,0,3,9,2,0,0,70,72,0,0,3,9,2,0,0,70
containment,1000,347,0.0420222,[0.01,0.1),8,9876,4208,0.426083,4208,0,0,12,1471,2031,956,608,590,256,0,0,0,100,241,186,155,62
containment,1000,348,0.0632517,[0.01,0.1),8,10573,4166,0.394023,4166,0,0,38,1650,2220,1118,765,616,217,0,0,0,113,253,187,175,55
containment,1000,349,0.026731,[0.01,0.1),8,9039,4196,0.464211,4196,0,0,0,1105,1772,771,571,624,340,0,0,0,85,212,164,118,81
containment,1000,350,0.000730673,[0,0.001),8,731,315,0.430917,315,0,0,3,67,42,4,2,298,315,0,0,3,67,42,4,2,298
containment,1000,351,0.00317158,[0.001,0.01),8,2851,1264,0.443353,1264,0,0,5,412,421,162,81,506,313,0,0,0,145,213,102,59,168
containment,1000,352,0.00232496,[0.001,0.01),8,2198,1003,0.456324,1003,0,0,5,283,287,89,29,502,411,0,0,0,114,166,63,22,224
containment,1000,353,0.0295488,[0.01,0.1),8,9054,4137,0.456925,4137,0,0,33,1750,1724,655,182,573,326,0,0,1,124,271,156,64,58
containment,1000,354,0.0116068,[0.01,0.1),8,6789,3267,0.48122,3267,0,0,15,1145,1140,490,204,528,334,0,0,0,136,238,159,74,59
containment,1000,355,0.0250928,[0.01,0.1),8,10075,4055,0.402481,4055,0,0,41,1806,2260,992,343,578,269,0,0,0,162,271,178,75,45
containment,1000,356,0.00187816,[0.001,0.01),8,1811,838,0.462728,838,0,0,1,200,192,60,18,502,407,0,0,0,118,138,50,18,269
containment,1000,357,0.722501,[0.5,1.0],8,11099,3500,0.315344,3500,0,0,6,923,2254,1590,1506,1320,100,0,0,0,13,92,162,306,327
containment,1000,358,0.00327853,[0.001,0.01),8,2938,1328,0.452008,1328,0,0,13,435,415,184,56,507,335,0,0,6,149,196,102,39,173
containment,1000,359,0.00333051,[0.001,0.01),8,2970,1182,0.39798,1182,0,0,5,391,501,216,171,504,307,0,0,0,129,192,123,98,151
containment,1000,360,0.00733371,[0.001,0.01),8,5099,2424,0.475387,2424,0,0,28,865,835,329,109,509,329,0,0,2,167,245,131,54,72
containment,1000,361,0.252526,[0.1,0.5),8,13397,3816,0.28484,3816,0,0,4,1514,3216,1729,1753,1365,130,0,0,0,35,203,147,265,220
containment,1000,362,0.0146934,[0.01,0.1),8,7799,3694,0.47365,3694,0,0,18,1396,1376,576,210,529,353,0,0,0,159,220,135,80,53
containment,1000,363,0.000940579,[0,0.001),8,941,378,0.4017,378,0,0,0,41,77,15,7,423,378,0,0,0,41,77,15,7,423
containment,1000,364,0.722501,[0.5,1.0],8,11745,3704,0.315368,3704,0,0,4,1148,2612,1553,1404,1320,89,0,0,0,18,92,179,319,303
containment,1000,365,0.0297557,[0.01,0.1),8,10330,3704,0.358567,3704,0,0,7,1232,2294,1327,1184,582,233,0,0,0,76,193,211,239,48
containment,1000,366,0.722501,[0.5,1.0],8,14476,2615,0.180644,2615,0,0,0,652,2553,2411,3125,3120,79,0,0,0,14,91,157,329,330
containment,1000,367,0.00442502,[0.001,0.01),8,3823,1804,0.471881,1804,0,0,32,664,584,174,59,506,356,0,0,3,181,216,74,31,139
containment,1000,368,0.00141437,[0.001,0.01),8,1400,540,0.385714,540,0,0,9,143,139,41,28,500,368,0,0,6,98,117,39,27,345
containment,1000,369,0.252526,[0.1,0.5),8,13671,4261,0.311682,4261,0,0,13,1879,3500,1685,1283,1050,160,0,0,0,55,210,179,261,135
containment,1000,370,0.0422811,[0.01,0.1),8,10401,4238,0.407461,4238,0,0,20,1735,2226,1018,555,609,228,0,0,0,124,260,179,146,63
containment,1000,371,0.0561728,[0.01,0.1),8,11787,4595,0.389836,4595,0,0,11,1788,2666,1330,726,671,211,0,0,0,81,254,213,169,72
