filter_type,ef,query_id,selectivity,selectivity_bucket,top_layer,total_visited,bottom_visited,bottom_visited_frac,layer_0_visited,layer_1_visited,layer_2_visited,layer_3_visited,layer_4_visited,layer_5_visited,layer_6_visited,layer_7_visited,layer_8_visited,layer_0_candidates,layer_1_candidates,layer_2_candidates,layer_3_candidates,layer_4_candidates,layer_5_candidates,layer_6_candidates,layer_7_candidates,layer_8_candidates
equality,1000,26,0.00304664,[0.001,0.01),0,2220,2220,1,2220,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,27,0.00330152,[0.001,0.01),0,2155,2155,1,2155,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,28,0.00525665,[0.001,0.01),0,3381,3381,1,3381,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,29,0.000427808,[0,0.001),0,428,428,1,428,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0
equality,1000,30,0.000447799,[0,0.001),0,448,448,1,448,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0
equality,1000,31,0.0121156,[0.01,0.1),0,4214,4214,1,4214,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,32,0.0741018,[0.01,0.1),0,5959,5959,1,5959,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,33,3.59839e-05,[0,0.001),0,36,36,1,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
equality,1000,34,0.000413815,[0,0.001),0,414,414,1,414,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0
equality,1000,35,0.00187716,[0.001,0.01),0,1670,1670,1,1670,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,36,0.000265881,[0,0.001),0,266,266,1,266,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0
equality,1000,37,0.000889601,[0,0.001),0,890,890,1,890,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0
equality,1000,38,2.29897e-05,[0,0.001),0,23,23,1,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
equality,1000,39,4.79785e-05,[0,0.001),0,48,48,1,48,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
equality,1000,40,0.0170284,[0.01,0.1),0,4616,4616,1,4616,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,41,0.00380729,[0.001,0.01),0,2521,2521,1,2521,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,42,0.00376231,[0.001,0.01),0,2502,2502,1,2502,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,43,0.000122945,[0,0.001),0,123,123,1,123,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0
equality,1000,44,0.00445301,[0.001,0.01),0,2578,2578,1,2578,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,45,0.000151932,[0,0.001),0,152,152,1,152,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0
equality,1000,46,0.000549754,[0,0.001),0,550,550,1,550,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0
equality,1000,47,0.0741018,[0.01,0.1),0,3124,3124,1,3124,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,48,9.99552e-06,[0,0.001),0,10,10,1,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
equality,1000,49,0.00122145,[0.001,0.01),0,1204,1204,1,1204,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,50,0.002222,[0.001,0.01),0,1936,1936,1,1936,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,51,0.00976562,[0.001,0.01),0,4086,4086,1,4086,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,52,0.0121156,[0.01,0.1),0,4758,4758,1,4758,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,53,0.00104553,[0.001,0.01),0,1043,1043,1,1043,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,54,0.00844921,[0.001,0.01),0,4054,4054,1,4054,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,55,0.00830228,[0.001,0.01),0,3689,3689,1,3689,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,56,0.00127043,[0.001,0.01),0,1262,1262,1,1262,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,57,0.00522766,[0.001,0.01),0,3461,3461,1,3461,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,58,0.0400371,[0.01,0.1),0,4500,4500,1,4500,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,59,0.00125944,[0.001,0.01),0,1249,1249,1,1249,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,60,0.00189015,[0.001,0.01),0,1690,1690,1,1690,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,61,0.000837625,[0,0.001),0,836,836,1,836,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0
equality,1000,62,0.00020091,[0,0.001),0,201,201,1,201,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0
equality,1000,63,0.0741018,[0.01,0.1),0,5961,5961,1,5961,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,64,0.0160628,[0.01,0.1),0,5047,5047,1,5047,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,65,1.69924e-05,[0,0.001),0,17,17,1,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
equality,1000,66,0.000315858,[0,0.001),0,316,316,1,316,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0
equality,1000,67,6.79695e-05,[0,0.001),0,68,68,1,68,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
equality,1000,68,0.000986558,[0,0.001),0,985,985,1,985,0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0
equality,1000,69,1.09951e-05,[0,0.001),0,11,11,1,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
equality,1000,70,0.0400371,[0.01,0.1),0,5326,5326,1,5326,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,71,0.0741018,[0.01,0.1),0,4860,4860,1,4860,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,72,0.0170284,[0.01,0.1),0,4546,4546,1,4546,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,73,0.000158929,[0,0.001),0,159,159,1,159,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0
equality,1000,74,7.89646e-05,[0,0.001),0,79,79,1,79,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
equality,1000,75,0.00117048,[0.001,0.01),0,1165,1165,1,1165,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,76,0.00224399,[0.001,0.01),0,2001,2001,1,2001,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,77,0.00189215,[0.001,0.01),0,1738,1738,1,1738,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,78,0.000396822,[0,0.001),0,397,397,1,397,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0
equality,1000,79,3.29852e-05,[0,0.001),0,33,33,1,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
equality,1000,80,0.0741018,[0.01,0.1),0,4387,4387,1,4387,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,81,0.000319857,[0,0.001),0,320,320,1,320,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0
equality,1000,82,0.0741018,[0.01,0.1),0,5307,5307,1,5307,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,83,4.99776e-05,[0,0.001),0,50,50,1,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
equality,1000,84,0.000103953,[0,0.001),0,104,104,1,104,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0
equality,1000,85,1.79919e-05,[0,0.001),0,18,18,1,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
equality,1000,86,0.000141936,[0,0.001),0,142,142,1,142,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0
equality,1000,87,0.0741018,[0.01,0.1),0,5960,5960,1,5960,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,88,0.000889601,[0,0.001),0,890,890,1,890,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0
equality,1000,89,0.0741018,[0.01,0.1),0,6181,6181,1,6181,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,90,0.00013394,[0,0.001),0,134,134,1,134,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0
equality,1000,91,0.00107552,[0.001,0.01),0,1074,1074,1,1074,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,92,0.00236994,[0.001,0.01),0,1909,1909,1,1909,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,93,0.00282473,[0.001,0.01),0,2238,2238,1,2238,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,94,0.0062492,[0.001,0.01),0,2658,2658,1,2658,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,95,0.00177421,[0.001,0.01),0,1622,1622,1,1622,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,96,4.6979e-05,[0,0.001),0,47,47,1,47,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
equality,1000,97,0.0741018,[0.01,0.1),0,6601,6601,1,6601,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,98,0.00844921,[0.001,0.01),0,3110,3110,1,3110,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,99,0.000187916,[0,0.001),0,188,188,1,188,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0
equality,1000,100,0.00035784,[0,0.001),0,358,358,1,358,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0
equality,1000,101,7.09682e-05,[0,0.001),0,71,71,1,71,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
equality,1000,102,0.00253187,[0.001,0.01),0,1918,1918,1,1918,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,103,0.000114949,[0,0.001),0,115,115,1,115,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0
equality,1000,104,0.0741018,[0.01,0.1),0,5293,5293,1,5293,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,105,0.00253187,[0.001,0.01),0,2318,2318,1,2318,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,106,0.00227498,[0.001,0.01),0,1893,1893,1,1893,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,107,0.00488181,[0.001,0.01),0,2971,2971,1,2971,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,108,0.00104953,[0.001,0.01),0,1050,1050,1,1050,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,109,0.0741018,[0.01,0.1),0,5308,5308,1,5308,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,110,4.09816e-05,[0,0.001),0,41,41,1,41,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
equality,1000,111,0.00830228,[0.001,0.01),0,3002,3002,1,3002,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,112,4.79785e-05,[0,0.001),0,48,48,1,48,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
equality,1000,113,0.000262882,[0,0.001),0,263,263,1,263,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0
equality,1000,114,1.29942e-05,[0,0.001),0,13,13,1,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
equality,1000,115,0.00972564,[0.001,0.01),0,3950,3950,1,3950,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,116,7.99642e-05,[0,0.001),0,80,80,1,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
equality,1000,117,0.002222,[0.001,0.01),0,2068,2068,1,2068,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,118,0.00284573,[0.001,0.01),0,2452,2452,1,2452,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,119,0.0121426,[0.01,0.1),0,3501,3501,1,3501,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,120,0.000112949,[0,0.001),0,113,113,1,113,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
equality,1000,121,0.00203209,[0.001,0.01),0,1833,1833,1,1833,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,122,0.00187716,[0.001,0.01),0,1761,1761,1,1761,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,123,0.00158429,[0.001,0.01),0,1544,1544,1,1544,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,124,0.00241092,[0.001,0.01),0,2145,2145,1,2145,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,125,1.59928e-05,[0,0.001),0,16,16,1,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
equality,1000,126,0.0741018,[0.01,0.1),0,3847,3847,1,3847,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,127,0.000136939,[0,0.001),0,137,137,1,137,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0
equality,1000,128,0.0160628,[0.01,0.1),0,5084,5084,1,5084,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,129,0.000248888,[0,0.001),0,249,249,1,249,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0
equality,1000,130,0.0013284,[0.001,0.01),0,1309,1309,1,1309,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,131,0.00013494,[0,0.001),0,135,135,1,135,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0
equality,1000,132,0.000439803,[0,0.001),0,440,440,1,440,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0
equality,1000,133,0.00015693,[0,0.001),0,157,157,1,157,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0
equality,1000,134,0.0741018,[0.01,0.1),0,5023,5023,1,5023,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,135,0.000149933,[0,0.001),0,150,150,1,150,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
equality,1000,136,0.00241092,[0.001,0.01),0,2200,2200,1,2200,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,137,0.0227388,[0.01,0.1),0,5099,5099,1,5099,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,138,0.00013294,[0,0.001),0,133,133,1,133,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0
equality,1000,139,0.00720177,[0.001,0.01),0,3948,3948,1,3948,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,140,1.59928e-05,[0,0.001),0,16,16,1,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
equality,1000,141,0.000280874,[0,0.001),0,280,280,1,280,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0
equality,1000,142,0.0160628,[0.01,0.1),0,4869,4869,1,4869,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,143,0.0227388,[0.01,0.1),0,2926,2926,1,2926,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,144,0.0227388,[0.01,0.1),0,5108,5108,1,5108,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,145,0.000119946,[0,0.001),0,120,120,1,120,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
equality,1000,146,0.000182918,[0,0.001),0,183,183,1,183,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0
equality,1000,147,1.19946e-05,[0,0.001),0,12,12,1,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
equality,1000,148,0.0400371,[0.01,0.1),0,2929,2929,1,2929,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,149,0.000569745,[0,0.001),0,569,569,1,569,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0
equality,1000,150,1.79919e-05,[0,0.001),0,18,18,1,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
equality,1000,151,0.00302464,[0.001,0.01),0,2589,2589,1,2589,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,152,0.0741018,[0.01,0.1),0,5599,5599,1,5599,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,153,0.0227388,[0.01,0.1),0,4661,4661,1,4661,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,154,0.00205408,[0.001,0.01),0,1766,1766,1,1766,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,155,0.000576742,[0,0.001),0,576,576,1,576,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0
equality,1000,156,2.19901e-05,[0,0.001),0,22,22,1,22,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
equality,1000,157,0.00195712,[0.001,0.01),0,1772,1772,1,1772,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,158,0.00208407,[0.001,0.01),0,1802,1802,1,1802,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,159,0.000187916,[0,0.001),0,188,188,1,188,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0
equality,1000,160,0.000119946,[0,0.001),0,120,120,1,120,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
equality,1000,161,0.000751663,[0,0.001),0,751,751,1,751,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0
equality,1000,162,0.0741018,[0.01,0.1),0,3724,3724,1,3724,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,163,0.00137938,[0.001,0.01),0,1351,1351,1,1351,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,164,0.00380729,[0.001,0.01),0,2555,2555,1,2555,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,165,0.000369834,[0,0.001),0,370,370,1,370,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0
equality,1000,166,0.00019991,[0,0.001),0,200,200,1,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
equality,1000,167,0.0741018,[0.01,0.1),0,6158,6158,1,6158,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,168,0.0160628,[0.01,0.1),0,4107,4107,1,4107,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,169,0.0400371,[0.01,0.1),0,3811,3811,1,3811,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,170,0.000130941,[0,0.001),0,130,130,1,130,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
equality,1000,171,9.89557e-05,[0,0.001),0,99,99,1,99,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0
equality,1000,172,0.000219901,[0,0.001),0,220,220,1,220,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0
equality,1000,173,1.29942e-05,[0,0.001),0,13,13,1,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
equality,1000,174,0.000538759,[0,0.001),0,538,538,1,538,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0
equality,1000,175,0.0121426,[0.01,0.1),0,3934,3934,1,3934,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,176,8.49619e-05,[0,0.001),0,85,85,1,85,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
equality,1000,177,0.00359739,[0.001,0.01),0,2538,2538,1,2538,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,178,0.0170284,[0.01,0.1),0,4399,4399,1,4399,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,179,0.000168924,[0,0.001),0,169,169,1,169,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
equality,1000,180,0.00559249,[0.001,0.01),0,2554,2554,1,2554,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,181,0.0170284,[0.01,0.1),0,4368,4368,1,4368,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,182,1.49933e-05,[0,0.001),0,15,15,1,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
equality,1000,183,0.00488181,[0.001,0.01),0,3262,3262,1,3262,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,184,1.29942e-05,[0,0.001),0,13,13,1,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
equality,1000,185,0.00116748,[0.001,0.01),0,1164,1164,1,1164,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,186,0.000874608,[0,0.001),0,875,875,1,875,0,0,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0
equality,1000,187,0.00060373,[0,0.001),0,604,604,1,604,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0
equality,1000,188,0.0400371,[0.01,0.1),0,3991,3991,1,3991,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,189,0.00674698,[0.001,0.01),0,3671,3671,1,3671,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,190,1.39937e-05,[0,0.001),0,14,14,1,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
equality,1000,191,1.79919e-05,[0,0.001),0,18,18,1,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
equality,1000,192,0.00720177,[0.001,0.01),0,3997,3997,1,3997,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,193,0.00454596,[0.001,0.01),0,3019,3019,1,3019,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,194,6.29718e-05,[0,0.001),0,63,63,1,63,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
equality,1000,195,0.00976562,[0.001,0.01),0,3208,3208,1,3208,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,196,0.00113249,[0.001,0.01),0,1127,1127,1,1127,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
