L,Cmps,QPS,Recall
1700,42474,47.0478,99.35
1400,37733,53.9957,99.25
1100,32455,63.4317,99.1
1000,30544,68.306,99.1
900,28528,73.1797,99
800,26409,79.6495,99.05
700,24161,87.2981,99
600,21769,97.6086,98.85
500,19208,111.669,98.75
400,16417,130.548,98.4
300,13368,160.901,98.2
250,11711,190.295,97.9
200,9940,229.095,97.8
180,9195,248.447,97.65
160,8418,271.37,97.45
140,7615,299.85,97.3
120,6786,336.7,96.95
100,5899,386.847,96.2
90,5450,418.41,95.85
80,4988,457.666,95.6
70,4502,506.329,94.65
60,4005,564.972,94.2
55,3752,604.23,94.05
50,3496,645.161,93.85
45,3235,699.301,92.95
40,2965,754.717,91.6
35,2695,833.333,90.6
30,2423,921.659,89.75
25,2146,1036.27,88.2
20,1867,1156.07,86.05
15,1548,1360.54,81.3
10,1222,1709.4,74.25
