1700,0.1556,8.36617,123589
1400,0.1556,8.48378,123062
1100,0.1556,8.48781,122482
1000,0.1556,8.56098,122274
900,0.1556,8.56443,122057
800,0.1556,8.58893,121831
700,0.1556,8.59409,121591
600,0.1556,8.74294,121337
500,0.1556,8.61519,121066
400,0.1556,8.62575,120775
300,0.1556,8.65299,120456
250,0.1557,8.70504,120282
200,0.1558,8.77493,120097
180,0.1558,8.88841,120017
160,0.1558,8.80708,119936
140,0.1558,8.85175,119851
120,0.1559,9.01404,119762
100,0.1558,8.84165,119668
90,0.1558,8.87634,119618
80,0.1558,8.98158,119566
70,0.1558,9.01933,119511
60,0.1559,9.04773,119454
55,0.1558,9.07746,119425
50,0.1558,9.14528,119395
45,0.1557,9.13175,119364
40,0.1556,9.13801,119331
35,0.1558,9.09,119298
30,0.1556,9.14854,119264
25,0.1553,9.15097,119228
20,0.1557,9.24813,119192
15,0.1557,9.24411,119150
10,0.1555,9.84678,116566
