1700,0.9987,40.8413,41264.6
1400,0.9987,47.735,35506.2
1100,0.9987,57.8771,29440.2
1000,0.9989,62.3247,27333
900,0.9986,67.8242,25169.2
800,0.9985,74.2335,22949.8
700,0.9986,83.2362,20672.2
600,0.9985,94.2863,18315.8
500,0.9984,109.087,15862.5
400,0.9983,130.378,13304.3
300,0.9976,162.522,10610.1
250,0.9972,189.358,9203.67
200,0.9972,225.734,7740.36
180,0.9966,245.038,7134.95
160,0.9965,268.312,6514.8
140,0.9956,297.089,5879.9
120,0.994,334.113,5231.38
100,0.9928,382.702,4564.54
90,0.9915,414.422,4219.59
80,0.99,451.264,3867.14
70,0.9878,500,3503.6
60,0.985,558.971,3132.99
55,0.984,596.303,2942.47
50,0.9824,639.386,2752.98
45,0.9792,689.18,2559.56
40,0.9762,750.751,2363.24
35,0.9721,822.368,2163.02
30,0.9664,904.977,1957.22
25,0.9594,1033.06,1748.82
20,0.9478,1191.9,1531.47
15,0.9281,1412.43,1310.61
10,0.8883,1639.34,1074.97
