L,Cmps,QPS,Recall
1700,102255.00,16.08,23.60
1400,97942.00,16.54,22.90
1100,92504.00,17.09,22.25
1000,91357.00,17.26,21.75
900,90253.00,17.28,21.80
800,89000.00,17.38,21.40
700,86524.00,17.62,20.00
600,83867.00,17.81,18.90
500,81476.00,18.25,18.85
400,79874.00,18.23,17.90
300,78409.00,18.50,17.55
250,77722.00,18.63,16.80
200,77465.00,18.59,17.15
180,76484.00,18.55,16.70
160,76081.00,18.61,15.80
140,75503.00,18.83,15.60
120,75193.00,18.66,15.10
100,74817.00,18.77,15.25
90,74402.00,18.77,14.40
80,74156.00,18.91,14.50
70,73909.00,19.07,14.10
60,73633.00,19.02,14.10
55,72831.00,19.15,13.85
50,73203.00,19.18,13.80
45,73018.00,19.08,13.55
40,72221.00,19.54,12.95
35,72058.00,19.60,12.25
30,71597.00,19.94,12.65
25,71155.00,20.24,12.10
20,70462.00,20.54,11.85
15,69356.00,21.14,11.85
10,67062.00,21.76,11.05
