L,Cmps,QPS,Recall
1700,628,3508.77,100
1400,628,3571.43,100
1100,628,3636.36,100
1000,628,3571.43,100
900,628,3571.43,100
800,628,3636.36,100
700,628,3636.36,100
600,628,3703.7,100
500,627,3921.57,100
400,622,4255.32,100
300,610,4761.9,100
250,600,5128.21,100
200,583,5555.56,100
180,574,5882.35,100
160,562,6250,100
140,548,6451.61,100
120,531,6896.55,100
100,507,7692.31,100
90,493,8000,100
80,477,8333.33,100
70,458,8695.65,100
60,435,9523.81,100
55,423,9523.81,100
50,408,10526.3,100
45,393,10526.3,100
40,375,11111.1,99.95
35,356,12500,99.9
30,334,13333.3,99.85
25,309,14285.7,99.85
20,279,15384.6,99.75
15,243,18181.8,99.2
10,200,22222.2,97.75
