Loaded fvecs: 2000 vectors of dimension 128 from ./quantile_partitions/sift1m_equality/sift1m_equality_Q3_query.fvecs
Loaded label sets: 2000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 128 from /root/work/data/vecs/sift1m/sift_base.fvecs
Rebuilding two-tier inverted index for 2385 labelsets...
Found 12 unique labels
Two-tier index configuration:
  Tier 1 (dense): 12 labels (freq >= 891)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 3.39746e-06 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!

========== MinHash Configuration ==========
Hash functions: 512
Bits per hash:  2 bits
Signature size: 128 bytes per labelset
LSH bands:      64 bands × 8 hashes/band
Bucket space:   2^16 = 65536 buckets per band
Est. memory:    73.2422 MB for 600K labelsets
===========================================

Loaded ground truth: 2000
Example: first query has 10
232542,982360,70496,510454,726740,548690,377995,668947,454401,529710,
ef,recall,qps,dist_comp,hops
1700,0.99985,1133.65,3959.93,1701.6
1400,0.99995,1342.31,3597.17,1401.74
1100,0.9998,1651.55,3170.64,1101.92
1000,0.9999,1798.73,3010.19,1002
900,0.99985,1959.88,2837.68,902.067
800,0.99995,2161,2652.64,802.159
700,0.9999,2427.85,2453.53,702.274
600,0.9998,2719.99,2236.94,602.377
500,0.99985,3189.91,2000.77,502.507
400,0.9998,3798.17,1739.37,402.682
300,0.99955,4764.94,1444.43,302.874
250,0.9994,5486.74,1280.94,253
200,0.9992,6463.09,1102.95,203.189
180,0.99875,7008.21,1026.88,183.266
160,0.9983,7623.56,947.265,163.374
140,0.99775,8271.32,864.728,143.468
120,0.99715,9317.03,777.296,123.573
100,0.99615,10638.6,684.74,103.729
90,0.99495,11426.2,636.078,93.8245
80,0.99215,12394.6,585.837,83.9255
70,0.9893,13500.2,534.031,74.0685
60,0.98455,14937.2,479.827,64.2355
55,0.98145,15764.8,451.858,59.3205
50,0.97725,16801.5,423.236,54.419
45,0.97205,17984.5,393.858,49.5065
40,0.96525,19276.1,363.688,44.626
35,0.95655,20937,333.351,39.825
30,0.9433,22871.5,302.021,35.0645
25,0.92485,25400.7,269.077,30.263
20,0.89765,28906.8,235.581,25.5955
15,0.8559,33701.3,200.972,20.9925
10,0.78155,42276.2,162.761,16.263
