L,Cmps,QPS,Recall
1700,4861,287.77,95.25
1400,4643,322.581,95.25
1100,4360,366.972,95
1000,4248,384.615,95
900,4123,416.667,95
800,3972,444.444,95
700,3806,476.19,95
600,3618,519.481,95
500,3378,563.38,95
400,3056,677.966,94.75
300,2707,800,94.25
250,2466,869.565,94
200,2170,1000,93.5
180,2036,1052.63,92.75
160,1884,1142.86,92.75
140,1727,1250,92.75
120,1553,1379.31,92.25
100,1372,1538.46,92
90,1271,1666.67,91.25
80,1157,1818.18,90.5
70,1049,2000,89.5
60,942,2105.26,88.25
55,884,2352.94,87.5
50,824,2500,86.75
45,763,2666.67,86
40,698,3076.92,85
35,636,3333.33,83.75
30,571,3636.36,82.5
25,508,4000,80.25
20,429,5000,74
15,350,6666.67,68
10,279,8000,62
