L,Cmps,QPS,Recall
1700,4519,1067.81,100
1400,4211,1267.43,100
1100,3834,1542.02,100
1000,3687,1682.09,100
900,3526,1841.62,100
800,3350,2022.24,100
700,3156,2262.44,100
600,2938,2574,100
500,2693,2980.63,100
400,2411,3558.72,100
300,2080,4566.21,100
250,1888,5089.06,100
200,1671,6042.3,100
180,1576,6472.49,100
160,1475,7117.44,99.995
140,1367,7843.14,99.99
120,1251,8771.93,99.99
100,1124,10000,99.98
90,1056,10752.7,99.975
80,984,11695.9,99.965
70,908,12820.5,99.95
60,827,14184.4,99.915
55,784,14925.4,99.905
50,740,16000,99.865
45,693,17094,99.8
40,645,18691.6,99.72
35,594,20408.2,99.545
30,540,22471.9,99.275
25,484,25316.5,98.91
20,423,28985.5,98.125
15,358,34482.8,96.65
10,288,43478.3,92.92
