L,Cmps,QPS,Recall
1700,1126,2500,100
1400,1126,2564.1,100
1100,1124,2631.58,100
1000,1121,2702.7,100
900,1116,2857.14,100
800,1108,3076.92,100
700,1094,3333.33,100
600,1074,3636.36,100
500,1045,4081.63,100
400,1004,4651.16,100
300,941,5714.29,100
250,895,6451.61,100
200,840,7407.41,100
180,811,8000,99.95
160,778,8695.65,99.95
140,742,9523.81,99.95
120,698,10526.3,99.95
100,647,11764.7,99.95
90,618,12500,99.95
80,587,13333.3,99.95
70,551,15384.6,99.95
60,512,16666.7,99.95
55,491,18181.8,99.95
50,468,18181.8,99.6
45,445,20000,99.55
40,419,22222.2,99.55
35,392,25000,99.45
30,361,25000,99.45
25,328,28571.4,99.35
20,291,33333.3,98.9
15,250,40000,98.4
10,202,50000,97.35
