ef,recall,qps,dist_comp,hops
1700,0.471,83,18631.284,1700.17
1400,0.443,99,15947.057,1400.224
1100,0.407,117,13115.418,1100.291
1000,0.398,132,12134.695,1000.301
900,0.385,133,11128.122,900.321
800,0.374,161,10095.053,800.325
700,0.362,181,9035.215,700.416
600,0.346,197,7945.902,600.441
500,0.331,215,6816.108,500.516
400,0.315,261,5638.084,400.575
300,0.296,336,4403.724,300.774
250,0.285,394,3760.676,250.982
200,0.272,483,3096.178,201.061
180,0.265,531,2823.175,181.105
160,0.258,668,2548.388,161.337
140,0.252,755,2265.971,141.487
120,0.241,864,1980.726,121.764
100,0.23,1008,1687.902,101.887
90,0.223,1105,1538.787,91.974
80,0.215,1218,1387.452,82.183
70,0.207,1357,1237.523,72.437
60,0.197,1540,1082.32,62.614
55,0.19,1651,1005.503,57.832
50,0.183,1776,929.458,53.02
45,0.175,1930,849.926,48.106
40,0.166,2101,773.464,43.428
35,0.156,2307,693.877,38.595
30,0.144,2582,614.338,33.854
25,0.131,2924,533.143,29.085
20,0.114,3367,451.142,24.291
15,0.092,4015,366.009,19.347
10,0.068,5065,273.667,14.113
