1700,0.7598,127.21,11398.5
1400,0.7598,138.889,10080.1
1100,0.7598,163.185,8620.35
1000,0.7598,186.185,8094.93
900,0.7598,207.727,7546.07
800,0.7598,224.921,6970.33
700,0.7599,247.28,6363.78
600,0.7599,249.377,5720.27
500,0.7597,290.613,5035.86
400,0.7599,377.216,4293.58
300,0.7596,470.146,3485.74
250,0.7592,490.918,3045.71
200,0.7586,571.429,2579.18
180,0.7583,648.508,2382.28
160,0.7581,740.741,2181.79
140,0.7579,822.368,1972.78
120,0.757,856.164,1754.91
100,0.7568,968.992,1527.86
90,0.7564,1053.74,1411.09
80,0.7561,1149.43,1291.5
70,0.7549,1269.04,1167.62
60,0.7532,1434.72,1042.33
55,0.7518,1531.39,977.165
50,0.7488,1642.04,911.629
45,0.7457,1776.2,845.501
40,0.7422,1923.08,775.452
35,0.7361,2136.75,705.578
30,0.7299,2380.95,635.23
25,0.7216,2695.42,564.121
20,0.7053,3115.26,489.74
15,0.6795,3731.34,412.815
10,0.6303,4694.84,332.641
