ef,recall,qps,dist_comp,hops
1700,0.38,86,18553.693,1700.158
1400,0.361,102,15880.19,1400.204
1100,0.338,126,13059.684,1100.249
1000,0.33,131,12079.292,1000.282
900,0.322,150,11076.214,900.303
800,0.313,167,10046.929,800.304
700,0.302,165,8988.637,700.333
600,0.291,213,7896.871,600.46
500,0.28,251,6768.964,500.496
400,0.268,306,5598.428,400.575
300,0.256,395,4370.881,300.683
250,0.248,464,3733.041,250.884
200,0.24,565,3069.961,200.975
180,0.235,620,2798.088,181.098
160,0.23,688,2523.865,161.225
140,0.225,771,2244.099,141.315
120,0.218,882,1958.73,121.534
100,0.211,1032,1666.946,101.769
90,0.207,1129,1522.455,92.027
80,0.2,1249,1373.366,82.271
70,0.194,1392,1221.852,72.375
60,0.184,1576,1070.233,62.654
55,0.178,1693,992.012,57.724
50,0.173,1818,915.629,52.968
45,0.167,1976,838.91,48.111
40,0.158,2161,758.609,43.198
35,0.148,2392,679.043,38.358
30,0.135,2664,600.017,33.509
25,0.12,3021,519.729,28.735
20,0.104,3487,438.061,23.929
15,0.085,4163,354.608,18.966
10,0.059,5199,266.109,13.914
