1700,0.9987,50.3499,36110.5
1400,0.9987,59.0214,31101.5
1100,0.9986,65.6771,25805.6
1000,0.9986,70.141,23961.8
900,0.9984,75.3182,22070.9
800,0.9984,82.9119,20127.8
700,0.9983,103.327,18129.6
600,0.9983,118.106,16060.8
500,0.9986,136.761,13921.2
400,0.9981,163.212,11681.4
300,0.9975,205.255,9325.75
250,0.997,237.304,8088.27
200,0.9963,272.777,6807.53
180,0.996,270.197,6278.84
160,0.9955,296.56,5737.38
140,0.9948,328.839,5182.78
120,0.994,371.333,4613.92
100,0.9923,431.034,4026.15
90,0.9915,461.467,3725.31
80,0.9904,497.265,3416.45
70,0.9883,554.324,3098.14
60,0.9862,617.284,2771.69
55,0.9838,670.691,2607.52
50,0.9814,790.514,2438.11
45,0.9798,773.395,2267.78
40,0.9758,838.223,2093.18
35,0.9721,916.59,1918.46
30,0.9656,1015.23,1739.07
25,0.9585,1111.11,1554.92
20,0.947,1321,1364.36
15,0.9273,1494.77,1168.76
10,0.8906,1930.5,963.791
