efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.001,43631.6,96.4631,0.125
1400,0.001,53288.1,96.5018,0.125
1100,0.001,62424.5,96.5273,0.125
1000,0.001,67913,96.5394,0.125
900,0.001,69568.8,96.5427,0.125
800,0.001,67984.5,96.5395,0.125
700,0.001,65963.7,96.5353,0.125
600,0.001,66119.7,96.5357,0.125
500,0.001,68444.9,96.5405,0.125
400,0.001,70825.8,96.545,0.125
300,0.001,72017.6,96.5472,0.125
250,0.001,72969.8,96.5489,0.125
200,0.001,73205.4,96.5493,0.125
180,0.001,73154.3,96.5492,0.125
160,0.001,73077.9,96.5491,0.125
140,0.001,73720.1,96.5502,0.125
120,0.001,69013.6,96.5416,0.125
100,0.001,66381.3,96.5362,0.125
90,0.001,65423.6,96.5342,0.125
80,0.001,66376.1,96.5362,0.125
70,0.001,67797.7,96.5392,0.125
60,0.001,67519.4,96.5386,0.125
55,0.001,64766.9,96.5327,0.125
50,0.001,63429.9,96.5297,0.125
45,0.001,66161.4,96.5358,0.125
40,0.001,68821.1,96.5412,0.125
35,0.001,60297.6,96.5221,0.125
30,0.001,69586.1,96.5427,0.125
25,0.001,71380.3,96.5461,0.125
20,0.001,71428.9,96.5462,0.125
15,0.001,71222.7,96.5458,0.125
10,0.001,71174.3,96.5457,0.125
