efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.216,291.04,70.9385,1530.18
1400,0.2155,355.805,74.232,1334.01
1100,0.214,445.03,77.4726,1119.81
1000,0.214,496.766,78.9031,1043.84
900,0.213,539.729,79.9135,965.575
800,0.211,613.433,81.3608,884.53
700,0.2105,678.532,82.4095,800.6
600,0.208,775.474,83.68,714.755
500,0.204,923.246,85.1507,621.66
400,0.203,1130.2,86.6134,522.51
300,0.2005,1455.51,88.1228,418.055
250,0.1975,1696.95,88.8885,362.97
200,0.1945,2009.46,89.6186,306.005
180,0.193,2200.32,89.9666,282.47
160,0.187,2431.67,90.318,257.01
140,0.182,2708.12,90.6617,231.935
120,0.18,3050.45,91.0036,205.11
100,0.174,3525.16,91.3707,176.44
90,0.172,3826.22,91.5574,162.865
80,0.1695,4200.79,91.7532,149.28
70,0.1645,4574.89,91.9173,135.36
60,0.156,5153.31,92.1251,121.7
55,0.1545,5428.15,92.2086,114.58
50,0.1505,5803.66,92.31,106.76
45,0.143,6244.73,92.4138,99.06
40,0.138,6765.88,92.5193,90.635
35,0.1325,7389.02,92.6261,82.49
30,0.123,8155.92,92.7354,74.665
25,0.114,9254.05,92.8607,65.735
20,0.0925,10827.8,92.9964,56.7
15,0.0705,12887.5,93.1242,47.49
10,0.0525,16638.8,93.2761,36.345
