efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.977,59.8548,36.7764,11054.2
1400,0.9725,72.9371,41.3314,9599.05
1100,0.9675,92.2659,46.8989,8017.9
1000,0.967,101.192,49.1003,7466.34
900,0.9655,110.969,51.2933,6893.89
800,0.9645,124.831,54.0684,6305.32
700,0.963,140.606,56.8301,5697.24
600,0.9595,162.117,60.0507,5058.19
500,0.954,191.823,63.705,4389.8
400,0.944,235.242,67.8648,3683.66
300,0.9355,302.447,72.5132,2932.57
250,0.9275,357.028,75.2721,2540.78
200,0.9175,437.361,78.3044,2120.26
180,0.91,480.817,79.5923,1949.13
160,0.9015,530.306,80.8412,1773.1
140,0.893,598.75,82.2749,1591.34
120,0.8805,692.372,83.8326,1402.35
100,0.8625,805.971,85.2881,1211.24
90,0.855,880.53,86.0592,1114.02
80,0.8415,993.64,87.0274,1014.16
70,0.819,1113.84,87.8578,910.86
60,0.7995,1250.12,88.6199,805.7
55,0.7845,1348.85,89.0821,753.5
50,0.7625,1462.14,89.5403,700.975
45,0.745,1585.12,89.9677,644.78
40,0.7195,1765.57,90.4927,588.735
35,0.6815,1996.66,91.0327,530.745
30,0.646,2276.53,91.5458,473.98
25,0.597,2668.84,92.0901,413.62
20,0.524,3220.62,92.6378,351.225
15,0.4415,4064.37,93.1943,287.94
10,0.3025,5638.57,93.7947,220.2
