efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.01,26511,91.9054,2.465
1400,0.01,29824,91.9408,2.465
1100,0.01,30763.6,91.9495,2.465
1000,0.01,30964.6,91.9513,2.465
900,0.01,31826.9,91.9587,2.465
800,0.01,32367.2,91.9631,2.465
700,0.01,33182.8,91.9695,2.465
600,0.01,33277.6,91.9703,2.465
500,0.01,30984,91.9515,2.465
400,0.01,30270.7,91.945,2.465
300,0.01,30595.3,91.948,2.465
250,0.01,30433.2,91.9465,2.465
200,0.01,30312.2,91.9454,2.465
180,0.01,30604.2,91.9481,2.465
160,0.01,30211.8,91.9445,2.465
140,0.01,30298,91.9453,2.465
120,0.01,30307.9,91.9454,2.465
100,0.01,30367.1,91.9459,2.465
90,0.01,30372.6,91.946,2.465
80,0.01,30275,91.9451,2.465
70,0.01,30525.1,91.9474,2.465
60,0.01,30750,91.9494,2.465
55,0.01,28113.8,91.9236,2.465
50,0.01,30623.2,91.9482,2.465
45,0.01,30755.7,91.9494,2.465
40,0.01,30613.1,91.9481,2.465
35,0.01,30646.7,91.9485,2.465
30,0.01,30721.9,91.9491,2.46
25,0.0095,31258.8,91.9539,2.43
20,0.0095,31826.9,91.9587,2.395
15,0.0095,32278.8,91.9624,2.325
10,0.009,33194.6,91.9696,2.235
