ef,recall,qps,dist_comp,hops
1700,0.767,88,25716.423,1705.161
1400,0.753,107,21688.056,1406.079
1100,0.734,133,17554.46,1106.828
1000,0.728,145,16133.749,1006.386
900,0.717,160,14716.698,907.18
800,0.708,176,13266.424,806.681
700,0.694,202,11816.768,707.61
600,0.681,233,10321.793,607.969
500,0.663,275,8792.591,508.263
400,0.642,336,7233.126,408.257
300,0.613,435,5622.813,308.202
250,0.59,510,4805.863,258.401
200,0.567,619,3969.068,208.539
180,0.554,679,3621.263,188.412
160,0.54,751,3280.721,168.739
140,0.525,841,2923.924,148.593
120,0.505,960,2559.857,128.285
100,0.48,1118,2197.747,107.989
90,0.466,1224,2003.212,97.524
80,0.451,1350,1812.854,87.226
70,0.433,1503,1624.211,77.113
60,0.412,1694,1432.794,67.111
55,0.402,1693,1334.61,62.075
50,0.39,1824,1235.488,56.966
45,0.377,1992,1126.735,51.569
40,0.364,2180,1017.683,46.211
35,0.346,2432,904.454,40.78
30,0.327,2725,798.91,35.569
25,0.304,3113,689.611,30.308
20,0.28,3659,574.082,24.88
15,0.251,4483,452.746,19.351
10,0.209,5855,330.089,13.765
