ef,recall,qps,dist_comp,hops
1700,0.111,88,25131.089,1705.493
1400,0.109,105,21195.205,1405.848
1100,0.107,131,17159.026,1106.212
1000,0.106,142,15796.552,1007.338
900,0.105,158,14397.084,907.714
800,0.104,175,12982.94,808.145
700,0.103,198,11553.273,708.536
600,0.102,227,10070.592,607.826
500,0.1,267,8561.865,507.034
400,0.1,326,7044.856,407.445
300,0.096,422,5497.518,308.314
250,0.094,500,4690.227,257.859
200,0.092,609,3875.17,208.299
180,0.092,664,3547.239,188.559
160,0.091,739,3207.642,168.385
140,0.088,826,2862.065,148.332
120,0.087,943,2505.814,127.903
100,0.084,1097,2151.656,107.654
90,0.082,1202,1960.44,97.261
80,0.08,1328,1773.015,87.129
70,0.078,1470,1581.832,76.815
60,0.074,1684,1385.545,66.354
55,0.072,1803,1294.576,61.462
50,0.07,1930,1192.696,56.205
45,0.068,2078,1097.012,51.205
40,0.068,2261,997.405,46.053
35,0.065,2511,893.097,40.808
30,0.064,2886,786.533,35.515
25,0.062,3307,678.384,30.261
20,0.058,3870,568.465,24.959
15,0.052,4764,446.332,19.317
10,0.047,6171,326.897,13.894
