Loaded fvecs: 200 vectors of dimension 192 from ./quantile_partitions/yfcc_equality/yfcc_equality_Q3_query.fvecs
Loaded label sets: 200
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
438254,201243,524955,431621,868975,214245,527081,28524,575840,410506,
ef,recall,qps,dist_comp,hops
1700,0.9975,3768.36,666.43,666.43
1400,0.9975,3959.39,666.43,666.43
1100,0.9975,3961.14,666.43,666.43
1000,0.9975,3966.35,666.43,666.43
900,0.9975,3978.87,666.43,666.43
800,0.9975,3985.19,666.245,659.535
700,0.998,4058.41,664,629.835
600,0.9975,4237.17,659.4,576.96
500,0.996,4594.03,648.94,498.58
400,0.9975,5163.45,626.07,400.075
300,0.997,6041.09,584.85,300.19
250,0.996,6739.87,552.79,250.33
200,0.9985,7627.66,510.815,200.525
180,0.9975,8253.62,489.99,180.505
160,0.9965,8880.25,466.615,160.555
140,0.996,9763.58,439.465,140.705
120,0.9965,10623.5,408.925,120.78
100,0.9955,11875.9,373.15,100.975
90,0.9965,12895.8,352.935,91.03
80,0.9945,13884,331.26,81.175
70,0.996,15212.2,307.635,71.26
60,0.9945,16784.4,282.025,61.45
55,0.9955,17657.8,267.385,56.465
50,0.994,18962.3,252.475,51.57
45,0.997,20253.9,237.285,46.685
40,0.9925,21707.4,221.26,41.785
35,0.99,23726.9,204.26,37.05
30,0.987,26252.4,185.675,32.15
25,0.9845,29177.8,166.35,27.345
20,0.969,33219.4,144.745,22.445
15,0.954,39105.2,122.88,17.77
10,0.909,48545.6,100.015,13.23
