Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
387223,256019,153229,216997,177328,974198,359903,768297,308241,435667,
ef,recall,qps,dist_comp,hops
3000,0.9668,82.1893,28192.6,3000.51
2500,0.964,96.0188,23988.7,2500.68
2000,0.9588,128.198,19664.1,2000.56
1700,0.956,150.747,17003.4,1700.84
1400,0.9519,181.35,14282.4,1401.01
1100,0.9461,228.386,11486.8,1101.42
1000,0.9439,250.871,10535.8,1001.66
900,0.9416,277.885,9572.33,901.757
800,0.9382,310.633,8595.41,801.99
700,0.9339,352.967,7609.18,702.245
600,0.9279,409.449,6611.91,602.567
500,0.9227,485.987,5600.6,503.28
400,0.9127,600.711,4567.49,403.977
300,0.8999,787.074,3519.38,305.372
250,0.8871,931.198,2981.07,255.547
200,0.8724,1145.17,2445.72,206.503
180,0.8642,1260.77,2225.81,186.664
160,0.8574,1400.24,2008.11,167.144
140,0.8484,1568.29,1789.42,147.848
120,0.8361,1798.17,1566.66,128.295
100,0.8199,2110.62,1342.09,108.833
90,0.8089,2306.07,1229.52,99.264
80,0.7962,2543.54,1116.55,89.671
70,0.7805,2833.02,1003.91,80.003
60,0.7638,3198.73,891.981,70.401
55,0.7532,3384.69,835.758,65.483
50,0.7416,3678.91,779.198,60.609
45,0.7281,3971.5,724.439,55.863
40,0.7099,4336,664.915,50.775
35,0.6892,4768.09,606.97,45.826
30,0.6753,5052.51,573.692,43.026
25,0.6753,5056.91,573.692,43.026
20,0.6753,5045.51,573.692,43.026
15,0.6753,5055.69,573.692,43.026
10,0.6753,5050.28,573.692,43.026
