Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
3000,0.9036,157.444,10801.7,2295.73
2500,0.887,182.973,9427.26,1955.98
2000,0.8647,238.797,7954.81,1608.34
1700,0.8463,278.535,7014.75,1391.19
1400,0.8246,302.355,6024.12,1167.85
1100,0.7948,370.39,4968.82,937.986
1000,0.781,403.257,4602.01,860.235
900,0.7664,441.306,4223.45,781.533
800,0.7493,487.378,3836.94,701.023
700,0.7301,545.925,3438.64,619.735
600,0.7105,626.427,3027.32,536.834
500,0.6835,731.59,2605.9,453.85
400,0.6478,890.521,2168.47,369.908
300,0.6053,1146.05,1707.29,284.807
250,0.5778,1331.2,1468.87,241.406
200,0.5483,1620.37,1224.65,198.095
180,0.5343,1778.46,1119.69,179.962
160,0.5188,1973.2,1014.26,161.661
140,0.5006,2183.89,910.564,143.486
120,0.4796,2512.94,802.982,125.023
100,0.4543,2913.28,690.185,105.956
90,0.4408,3231.78,633.703,96.529
80,0.4257,3549.21,578.032,87.172
70,0.4087,3959.44,521.84,77.639
60,0.3902,4486.51,463.458,67.811
55,0.3801,4798.78,435.126,62.973
50,0.3705,5155.56,405.269,57.847
45,0.3594,5599.25,375.908,52.867
40,0.3452,5962.66,344.593,47.571
35,0.3322,6790.85,313.155,42.233
30,0.3212,7229.02,293.823,38.965
25,0.3211,7247.36,293.816,38.912
20,0.3207,7242.46,293.804,38.851
15,0.3207,7225.64,293.803,38.796
10,0.3204,7258.6,293.798,38.756
