Loaded fvecs: 2000 vectors of dimension 128 from ./quantile_partitions/sift1m_equality/sift1m_equality_Q5_query.fvecs
Loaded label sets: 2000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 128 from /root/work/data/vecs/sift1m/sift_base.fvecs
Rebuilding two-tier inverted index for 2385 labelsets...
Found 12 unique labels
Two-tier index configuration:
  Tier 1 (dense): 12 labels (freq >= 891)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 3.39746e-06 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!

========== MinHash Configuration ==========
Hash functions: 512
Bits per hash:  2 bits
Signature size: 128 bytes per labelset
LSH bands:      64 bands × 8 hashes/band
Bucket space:   2^16 = 65536 buckets per band
Est. memory:    73.2422 MB for 600K labelsets
===========================================

Loaded ground truth: 2000
Example: first query has 10
203327,915060,540713,715245,809589,120210,52179,203087,874660,470903,
ef,recall,qps,dist_comp,hops
1700,0.9999,534.06,8074.47,1703.93
1400,0.9999,640.993,7007.23,1404.07
1100,0.9998,770.194,5864.25,1104.25
1000,0.99975,818.35,5462.71,1004.31
900,0.9997,906.906,5048.64,904.412
800,0.9996,1008.04,4620.47,804.5
700,0.99935,1131.57,4176.24,704.598
600,0.99895,1301.01,3714.65,604.747
500,0.99855,1517.58,3230.48,504.898
400,0.99745,1853.55,2720.02,405.043
300,0.99575,2377.1,2176.76,305.295
250,0.99425,2761.52,1887.85,255.435
200,0.99085,3354.58,1585.81,205.688
180,0.9888,3675.7,1460.26,185.781
160,0.98635,4051.33,1331.99,165.914
140,0.9832,4526.11,1200.16,146.081
120,0.9776,5153.18,1063.7,126.115
100,0.9696,5911.18,924.121,106.354
90,0.9637,6474.85,851.87,96.4095
80,0.9565,7168.46,779.1,86.567
70,0.94705,7977.02,705.49,76.823
60,0.9344,8976.4,629.337,67.0175
55,0.9263,9573.32,591.194,62.2165
50,0.91755,10273.7,552.082,57.354
45,0.90485,11146.7,512.866,52.561
40,0.8894,12116.4,472.264,47.725
35,0.8715,13262.1,431.97,42.9715
30,0.84915,14775.7,391.33,38.2715
25,0.8195,16733.5,349.216,33.5185
20,0.78155,19303.3,306.589,28.857
15,0.7234,23111.6,261.531,24.0455
10,0.63335,29485.9,213.072,19.088
