efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0,9733.37,21.2041,1.895
1400,0,25310.3,21.2326,1.895
1100,0,26465.8,21.2333,1.895
1000,0,27078.4,21.2337,1.895
900,0,27593.2,21.234,1.895
800,0,27983.5,21.2343,1.895
700,0,28474.6,21.2345,1.895
600,0,28772.5,21.2347,1.895
500,0,28768.5,21.2347,1.895
400,0,28977.2,21.2348,1.895
300,0,28881.4,21.2348,1.895
250,0,29154.4,21.2349,1.895
200,0,29538.4,21.2351,1.895
180,0,30071,21.2354,1.89
160,0,30519.6,21.2356,1.86
140,0,31327.7,21.236,1.825
120,0,31615.8,21.2361,1.78
100,0,32252.7,21.2364,1.74
90,0,32498.9,21.2365,1.71
80,0,32917.2,21.2367,1.685
70,0,33227.5,21.2368,1.675
60,0,33557.1,21.2369,1.64
55,0,33881,21.2371,1.59
50,0,34328.9,21.2373,1.52
45,0,34458.6,21.2373,1.455
40,0,34566.5,21.2373,1.425
35,0,34891.5,21.2375,1.385
30,0,35241.8,21.2376,1.34
25,0,35535.9,21.2377,1.325
20,0,36140.7,21.2379,1.22
15,0,36435.8,21.238,1.135
10,0,37272.8,21.2383,0.99
