efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.025,684.967,20.9062,220.775
1400,0.024,961.815,21.0915,185.06
1100,0.018,1162.12,21.1715,149.115
1000,0.017,1361.57,21.2282,137.13
900,0.0155,1539.75,21.2665,124.8
800,0.012,1801.46,21.3093,112.52
700,0.012,2067.66,21.3418,100.89
600,0.0105,2455.23,21.3766,88.39
500,0.0075,3018.01,21.4114,74.925
400,0.005,3843.12,21.444,60.715
300,0.003,5023.99,21.4722,48.245
250,0.002,5811.62,21.4846,42.445
200,0.002,6754,21.4957,36.69
180,0.0015,7213.46,21.5001,34.63
160,0.0015,7742.57,21.5045,32.39
140,0.0015,8415.03,21.5092,29.695
120,0.001,9162.57,21.5137,27.04
100,0.0005,10286,21.5192,23.66
90,0.0005,10980.6,21.5221,22.095
80,0.0005,11749.6,21.5249,20.615
70,0.0005,12758.3,21.528,19.065
60,0.0005,14144.1,21.5315,17.09
55,0.0005,14779.6,21.5329,16.265
50,0.0005,15565.3,21.5345,15.425
45,0.0005,16420.2,21.5361,14.485
40,0.0005,17507.3,21.5378,13.395
35,0.0005,18530.6,21.5393,12.48
30,0.0005,19813.9,21.5409,11.49
25,0.0005,21540.2,21.5428,10.445
20,0.0005,23158.9,21.5443,9.3
15,0.0005,24949.8,21.5457,8.43
10,0.0005,26853,21.5471,7.555
