efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.0005,22985.6,21.5283,0.015
1400,0.0005,36404.1,21.5357,0.015
1100,0.0005,37657.6,21.5362,0.015
1000,0.0005,38557.7,21.5364,0.015
900,0.0005,38978.7,21.5366,0.015
800,0.0005,39643.7,21.5368,0.015
700,0.0005,40380.3,21.537,0.015
600,0.0005,40725.4,21.5371,0.015
500,0.0005,41313,21.5372,0.015
400,0.0005,41763.5,21.5374,0.015
300,0.0005,42311.1,21.5375,0.015
250,0.0005,42482.6,21.5376,0.015
200,0.0005,42899.7,21.5377,0.015
180,0.0005,42744.5,21.5376,0.015
160,0.0005,43186.8,21.5377,0.015
140,0.0005,43003.1,21.5377,0.015
120,0.0005,43581.7,21.5378,0.015
100,0.0005,43563.6,21.5378,0.015
90,0.0005,43280.4,21.5378,0.015
80,0.0005,43067.1,21.5377,0.015
70,0.0005,42077.7,21.5374,0.015
60,0.0005,41840.5,21.5374,0.015
55,0.0005,41347.6,21.5373,0.015
50,0.0005,40856.3,21.5371,0.015
45,0.0005,40485.6,21.537,0.015
40,0.0005,40129.2,21.5369,0.015
35,0.0005,40601.2,21.537,0.015
30,0.0005,40419.2,21.537,0.015
25,0.0005,40832.4,21.5371,0.015
20,0.0005,41519.5,21.5373,0.015
15,0.0005,41753.1,21.5374,0.015
10,0.0005,41999.7,21.5374,0.015
