efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.616,75.9298,15.7147,3494.11
1400,0.5765,98.4261,16.495,2921.55
1100,0.5375,132.917,17.2449,2370.14
1000,0.522,146.669,17.4573,2184.98
900,0.499,172.869,17.778,1992.08
800,0.465,193.551,17.9755,1797.13
700,0.421,239.38,18.3009,1613.98
600,0.376,271.926,18.4699,1433.22
500,0.332,344.835,18.739,1246.41
400,0.301,427.13,18.9373,1063.77
300,0.291,538.551,19.1126,877.28
250,0.2855,616.352,19.1986,771.475
200,0.275,754.322,19.3086,658.61
180,0.2685,840.838,19.3596,610.7
160,0.2605,934.956,19.4046,561.15
140,0.252,1036.14,19.444,509.915
120,0.2405,1184.9,19.4899,456.125
100,0.228,1379.25,19.5352,399.305
90,0.216,1499.47,19.5574,368.955
80,0.2105,1658.43,19.5819,337.265
70,0.202,1849.61,19.6058,304.995
60,0.195,2057.74,19.6269,271.69
55,0.1925,2271.62,19.6445,254.725
50,0.189,2458.78,19.6575,235.33
45,0.18,2681.26,19.6705,217.895
40,0.166,2963.53,19.6843,199.755
35,0.15,3338.07,19.6989,180.515
30,0.14,3838.34,19.7141,160.77
25,0.1215,4385.28,19.7267,142.475
20,0.1045,5365.38,19.743,122.175
15,0.079,6856.8,19.7588,101.14
10,0.0515,9571.67,19.7749,79.29
