L,Cmps,QPS,Recall
1700,123,14285.7,100
1400,123,15384.6,100
1100,123,15384.6,100
1000,123,16666.7,100
900,123,16666.7,100
800,123,16666.7,100
700,123,16666.7,100
600,123,15384.6,100
500,123,16666.7,100
400,123,16666.7,100
300,122,16666.7,100
250,122,16666.7,100
200,120,18181.8,99.9
180,120,18181.8,99.9
160,119,18181.8,99.8
140,118,18181.8,99.75
120,117,18181.8,99.6
100,115,20000,99.45
90,114,20000,99.25
80,112,20000,99.1
70,110,20000,98.9
60,109,22222.2,98.8
55,107,22222.2,98.5
50,106,22222.2,97.6
45,104,22222.2,97.05
40,101,25000,96.35
35,99,25000,95
30,96,25000,93.65
25,92,25000,92.5
20,87,28571.4,90.35
15,81,28571.4,87.85
10,72,33333.3,84.05
