L,Cmps,QPS,Recall
1700,259,4000,94
1400,260,4444.44,94
1100,259,4444.44,94
1000,260,4444.44,94
900,259,4444.44,94
800,259,4444.44,94
700,260,4444.44,94
600,260,4444.44,94
500,260,4444.44,94
400,259,4444.44,94
300,259,5000,94
250,257,5000,94
200,254,5000,94
180,253,5000,94
160,250,5000,93.75
140,247,5714.29,93.75
120,240,5714.29,93.75
100,228,5714.29,93
90,223,6666.67,92.25
80,219,6666.67,91.5
70,211,6666.67,90.75
60,205,6666.67,90.5
55,202,6666.67,90.25
50,199,8000,90
45,194,8000,89.75
40,189,8000,89.5
35,182,8000,89.5
30,174,8000,89
25,167,10000,88.5
20,157,10000,88
15,137,10000,85.25
10,114,13333.3,83.5
