Loaded fvecs: 200 vectors of dimension 512 from ./quantile_partitions/LAION1M_overlap/LAION1M_overlap_Q2_query.fvecs
Loaded label sets: 200
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
168054,545599,363418,632311,862938,906901,115677,71526,297960,89551,
ef,recall,qps,dist_comp,hops
10000,0.999,14.7708,106757,10001.8
5000,0.9975,30.1007,59234.2,5002.68
3000,0.9975,47.8519,37667.4,3003.49
2500,0.998,57.2335,31961.7,2503.41
2000,0.9965,71.3983,26111.7,2003.79
1700,0.9965,83.9784,22551.5,1705.59
1400,0.9965,101.885,18865.6,1404.45
1100,0.995,128.95,15120.4,1104.68
1000,0.995,140.686,13853.6,1005.22
900,0.9945,156.914,12560.1,904.74
800,0.9945,175.703,11265.2,805.015
700,0.9945,200.266,9959.64,705.175
600,0.9925,232.838,8638.88,605.745
500,0.991,277.781,7285.99,505.445
400,0.99,343.052,5925.07,405.7
300,0.9875,450.899,4539.48,306.16
250,0.9855,541.566,3839.02,256.345
200,0.9815,666.728,3132.8,206.75
180,0.979,737.65,2845.49,186.87
160,0.9785,824.586,2556.43,166.975
140,0.973,931.042,2269.76,147.38
120,0.971,1073.86,1977.48,127.53
100,0.9665,1268.16,1684.24,107.69
90,0.9645,1376.09,1540.84,98.01
80,0.9615,1537.81,1394.59,88.245
70,0.9515,1736.98,1244.32,78.28
60,0.9435,1976.13,1096.6,68.5
55,0.94,2122.41,1025.02,63.75
50,0.935,2292.76,951.03,58.865
45,0.929,2498.2,877.97,54.09
40,0.9195,2729.6,804.75,49.31
35,0.9095,3037.06,728.49,44.335
30,0.902,3213.37,685.78,41.58
25,0.902,3157.07,685.78,41.58
20,0.902,3160.25,685.78,41.58
15,0.902,3157.84,685.78,41.58
10,0.902,3226.08,685.78,41.58
