efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.982,94.9976,12.4526,13376.9
1400,0.9805,121.029,12.8139,11403.5
1100,0.9795,160.65,13.1575,9337.1
1000,0.9785,178.28,13.2649,8635.56
900,0.976,187.041,13.3113,7923.48
800,0.976,214.559,13.4339,7193.06
700,0.9745,243.974,13.5361,6449.05
600,0.972,282.838,13.6401,5673.68
500,0.97,337.386,13.7473,4894.98
400,0.967,413.612,13.8513,4101.32
300,0.956,534.867,13.9572,3266.88
250,0.952,626.545,14.0107,2838.55
200,0.9375,757.223,14.065,2397.25
180,0.934,828.538,14.0875,2213.28
160,0.9285,915.035,14.1102,2020.58
140,0.9245,1019.53,14.1326,1832.73
120,0.915,1153.38,14.1553,1638.38
100,0.897,1338.46,14.1794,1437.58
90,0.884,1450.7,14.191,1335.07
80,0.8685,1589.95,14.2032,1232.26
70,0.8565,1758.05,14.2153,1126.99
60,0.847,1956.28,14.227,1017.91
55,0.83,2101.99,14.2342,962.325
50,0.8155,2259.4,14.2409,903.85
45,0.7965,2438.22,14.2475,843.79
40,0.7555,2663.57,14.2545,781.96
35,0.727,2960.5,14.2622,716.37
30,0.685,3325.84,14.2697,647.22
25,0.6415,3817.52,14.2776,576.625
20,0.572,4542.17,14.2861,499.075
15,0.4735,5648.13,14.2949,415.54
10,0.3125,7704.45,14.3046,323.74
