efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9935,91.0722,17.9795,12958.7
1400,0.993,110.526,18.6268,11008.7
1100,0.991,143.614,19.3792,9022.95
1000,0.991,157.763,19.6166,8339
900,0.99,175.494,19.8662,7647.2
800,0.99,194.965,20.0934,6949.53
700,0.987,228.597,20.4027,6224.19
600,0.9865,273.963,20.7088,5493.6
500,0.985,325.041,20.9577,4743.94
400,0.984,399.884,21.2137,3968.84
300,0.981,476.008,21.3953,3158.78
250,0.976,583.119,21.5734,2742.47
200,0.973,712.845,21.7196,2312.18
180,0.966,779.968,21.7767,2136.99
160,0.962,859.808,21.8333,1958.96
140,0.9545,958.708,21.8907,1772.89
120,0.9445,1089.6,21.9509,1581.22
100,0.927,1268.67,22.0135,1382.74
90,0.922,1384.73,22.0455,1280.36
80,0.903,1524.94,22.0778,1177.44
70,0.886,1694.8,22.1099,1071.18
60,0.857,1915.34,22.1432,961.455
55,0.848,2050.5,22.1601,907.85
50,0.831,2195.9,22.1759,852.445
45,0.8,2390.69,22.1942,794.71
40,0.7795,2625.81,22.2127,733.31
35,0.7575,2918,22.2315,670.95
30,0.7225,3279.18,22.2502,606.64
25,0.669,3781.94,22.2703,538.085
20,0.6225,4495.29,22.2911,466.98
15,0.5035,5603.65,22.313,389.975
10,0.352,7658.45,22.3368,304.515
