efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9925,94.959,15.4121,12905.5
1400,0.992,115.91,15.8779,10963.2
1100,0.9915,151.3,16.4035,8962.5
1000,0.991,167.536,16.5777,8282.78
900,0.9905,185.629,16.7391,7586.18
800,0.9905,209.735,16.9144,6894.6
700,0.989,236.346,17.0694,6183.74
600,0.9865,279.137,17.2605,5465.7
500,0.9835,331.059,17.4296,4716.01
400,0.979,407.895,17.6041,3943.59
300,0.976,527.698,17.7783,3146.31
250,0.974,617.973,17.8663,2738.39
200,0.97,747.982,17.9565,2313.03
180,0.969,815.901,17.9925,2138.35
160,0.967,901.344,18.0302,1960.39
140,0.963,998.278,18.0652,1778.83
120,0.958,1135.89,18.1049,1595.72
100,0.9495,1313.27,18.144,1402.69
90,0.945,1425.69,18.1638,1302.35
80,0.9355,1563.22,18.1842,1203.01
70,0.9255,1728.42,18.2044,1098.89
60,0.896,1943.43,18.2256,991.045
55,0.887,2082.23,18.237,933.295
50,0.8705,2244.29,18.2486,876.05
45,0.8395,2388.46,18.2575,817.98
40,0.813,2647.82,18.2712,757.645
35,0.786,2926.5,18.2832,696.295
30,0.743,3278.26,18.2955,630.87
25,0.7,3764.98,18.3087,562.21
20,0.646,4427.52,18.322,492.305
15,0.522,5456.75,18.3364,412.045
10,0.3695,7373.5,18.3524,323.14
