efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9945,81.6286,18.8595,10607
1400,0.994,101.077,19.7369,9041.69
1100,0.9925,129.22,20.6136,7412.12
1000,0.992,143.605,20.9483,6845.35
900,0.991,159.498,21.2573,6270.27
800,0.99,180.553,21.5929,5694.36
700,0.989,205.482,21.9108,5107.39
600,0.9885,238.516,22.2392,4504.86
500,0.985,284.811,22.5815,3882.29
400,0.9825,352.05,22.9287,3241.79
300,0.9815,458.338,23.2803,2577.18
250,0.9795,539.812,23.4601,2232.36
200,0.9745,663.282,23.6515,1873.26
180,0.97,730.495,23.7293,1724.03
160,0.968,812.344,23.8073,1574.99
140,0.964,904.519,23.8786,1423.03
120,0.9575,1036.14,23.9589,1261.8
100,0.95,1224.33,24.0444,1100.4
90,0.9445,1343.72,24.0864,1016.77
80,0.936,1478.72,24.1259,932.71
70,0.9265,1615.38,24.1592,846.405
60,0.908,1846.02,24.2045,757.79
55,0.8995,1984.74,24.2267,714.825
50,0.887,2183.31,24.2536,669.485
45,0.8715,2379.85,24.2759,621.87
40,0.844,2629.12,24.2994,572.46
35,0.8065,2932.29,24.3226,523.355
30,0.7775,3212.91,24.3402,473.18
25,0.744,3703.5,24.3647,420.265
20,0.6855,4464.99,24.392,365.565
15,0.586,5687.15,24.4207,305.74
10,0.44,7790.6,24.4491,240
