scan_buckets_count,recall@10,qps
1000,0.995,36.2655
700,0.9947,48.1842
500,0.994,80.4007
400,0.9932,95.2375
300,0.9922,121.524
200,0.9881,134.353
150,0.9827,216.094
100,0.9745,298.132
70,0.9601,294.247
50,0.9442,378.472
30,0.907,591.199
20,0.8654,1082.52
15,0.8301,1417.67
10,0.7728,1805.56
