scan_buckets_count,recall@10,qps
1000,0.9978,9.70767
700,0.9951,13.0614
500,0.9906,20.6393
400,0.9849,24.5303
300,0.9749,33.0231
200,0.9547,47.5125
150,0.9354,61.518
100,0.8951,89.0448
70,0.8502,123.016
50,0.8015,167.325
30,0.711,264.271
20,0.6286,384.392
15,0.569,500.552
10,0.4828,730.673
