Loaded fvecs: 10000 vectors of dimension 128 from ../data/vecs/sift1m/sift_query.fvecs
Loaded label sets: 10000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 128 from ../data/vecs/sift1m/sift_base.fvecs
Rebuilding two-tier inverted index for 951437 labelsets...
Found 4096 unique labels
Two-tier index configuration:
  Tier 1 (dense): 881 labels (freq >= 781)
  Tier 2 (sparse): 3215 labels
  Tier 1 memory: 0.0975864 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 10000
Example: first query has 10
259096,858604,518650,26,168066,751877,961367,630487,43673,564454,
ef,recall,qps,dist_comp,hops
1700,0.99999,9065.63,367.535,315.154
1400,0.99999,10028.7,339.964,289.387
1100,0.99999,11378.7,291.916,255.43
1000,0.99999,11905.4,284.997,242.619
900,0.99999,12250.2,278.358,229.809
800,0.99999,13030.1,270.216,216.999
700,0.99999,14384.6,258.451,202.054
600,0.99999,15313.9,244.66,186.41
500,0.99999,16552.9,234.657,168.289
400,1,17958.4,219.545,148.654
300,0.99999,20930.1,199.642,125.191
250,1,22676.3,187.991,112.095
200,1,25048,174.302,97.8957
180,0.99999,26255.1,167.625,91.5534
160,0.99999,27621,160.45,84.8974
140,0.99999,28197,152.894,77.6726
120,1,30913.4,144.386,70.0369
100,0.99996,32492.2,134.418,61.9096
90,0.99996,34624.7,128.75,57.6659
80,0.9999,36379.7,122.562,53.2825
70,0.99981,38268.5,115.978,48.6743
60,0.99965,40945.1,108.794,43.6319
55,0.9996,42461.5,104.912,40.9678
50,0.9995,43974.8,100.749,38.2621
45,0.99933,46088.4,96.3311,35.4641
40,0.99908,48013.9,91.5131,32.5781
35,0.99854,50969.3,86.3116,29.5453
30,0.99766,54143.3,80.6127,26.3482
25,0.99628,57810.7,74.433,22.9705
20,0.99329,62965.3,67.3485,19.3597
15,0.98746,66574.7,59.422,15.4567
10,0.97163,76654.7,50.2024,11.1159
