efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9335,57.2693,25.7521,17608.7
1400,0.9265,68.7807,27.8479,15306.8
1100,0.9165,85.337,30.2219,12845.1
1000,0.9105,92.735,31.1006,11976.8
900,0.906,101.827,32.0606,11080.4
800,0.8995,112.776,33.0715,10161
700,0.8925,126.115,34.1301,9195.99
600,0.885,143.878,35.3099,8193.83
500,0.872,168.082,36.6034,7142.42
400,0.853,202.604,38.014,6034.99
300,0.8225,256.444,39.5729,4844.04
250,0.8075,298.81,40.4581,4208.88
200,0.7835,359.43,41.4035,3542.62
180,0.771,391.524,41.7982,3262.8
160,0.7535,433.595,42.2357,2974.21
140,0.7355,482.773,42.659,2676.57
120,0.7155,549.419,43.1212,2368.71
100,0.691,641.797,43.6139,2050.07
90,0.6735,701.361,43.8671,1883.94
80,0.655,775.188,44.1299,1715.51
70,0.6305,865.606,44.3939,1544.4
60,0.6055,985.668,44.673,1366.83
55,0.584,1060.83,44.8169,1275.82
50,0.5605,1152.08,44.9674,1182.84
45,0.539,1259.24,45.1172,1086.44
40,0.5145,1391.81,45.2717,991.1
35,0.4885,1559.71,45.4308,892.59
30,0.4585,1773.48,45.5909,790.22
25,0.4235,2072.56,45.7606,687.065
20,0.3885,2504.6,45.9356,579.375
15,0.312,3191.37,46.1176,466.465
10,0.215,4465.28,46.3085,349.82
