efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.179,474.208,33.7958,448.52
1400,0.1785,545.337,34.1129,404.175
1100,0.1765,636.044,34.42,350.445
1000,0.175,610.726,34.3429,329.615
900,0.1745,734.83,34.6722,307.52
800,0.1745,820.132,34.8432,284.69
700,0.1735,902.503,34.9788,259.73
600,0.173,1019.36,35.1349,233.675
500,0.17,1172.67,35.294,205.385
400,0.167,1396.91,35.4653,174.085
300,0.1595,1743.07,35.645,139.625
250,0.1535,2009.02,35.7418,122.03
200,0.1465,2373.44,35.8397,103.275
180,0.145,2582.08,35.8835,95.21
160,0.142,2818.29,35.9253,87.04
140,0.1375,2766.24,35.9167,79.095
120,0.1295,3385.93,36.0023,70.625
100,0.122,3986.2,36.06,62.365
90,0.1175,4309.23,36.0845,57.86
80,0.115,4779.78,36.1142,53.295
70,0.109,5219.49,36.1372,48.225
60,0.101,6023.92,36.1707,42.9
55,0.0975,6563.19,36.1885,40.31
50,0.0965,7110.07,36.2039,37.715
45,0.093,7840.33,36.2211,34.76
40,0.082,8677.57,36.2372,31.83
35,0.078,9506.69,36.2504,29.28
30,0.0705,10675.8,36.2656,26.6
25,0.0595,12358.5,36.2823,23.61
20,0.048,14698.3,36.2993,20.65
15,0.037,17879.7,36.3153,17.415
10,0.0275,22588.9,36.3307,14.275
