efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9345,58.8471,22.9469,13828.7
1400,0.9265,70.7596,24.5592,12114.1
1100,0.9195,88.161,26.3654,10251.2
1000,0.9135,96.0145,27.0265,9587.59
900,0.9075,105.376,27.7197,8902
800,0.9035,116.915,28.4585,8191.63
700,0.8995,131.232,29.2349,7444.27
600,0.887,149.04,30.0343,6659.58
500,0.8745,175.306,30.9694,5832.94
400,0.866,212.396,31.9552,4952.82
300,0.847,269.66,33.0098,4005.07
250,0.828,316.234,33.6159,3489.16
200,0.8055,381.087,34.2352,2942.78
180,0.796,418.166,34.5101,2714.31
160,0.783,463.954,34.7935,2478.66
140,0.774,519.041,35.0726,2236.93
120,0.756,591.004,35.3636,1986.26
100,0.731,690.269,35.6705,1721.91
90,0.7195,758.783,35.8378,1582.9
80,0.7055,838.514,35.9994,1445.41
70,0.679,937.585,36.1635,1302.54
60,0.657,1067.21,36.3337,1157.27
55,0.638,1149.7,36.4227,1079.96
50,0.6225,1241.06,36.5078,1002.9
45,0.597,1361.97,36.6034,924.36
40,0.5695,1505.96,36.6977,843.57
35,0.539,1688.04,36.7944,760.21
30,0.503,1920.55,36.8918,674.22
25,0.459,2244.44,36.9943,585.425
20,0.4105,2726.13,37.1024,492.265
15,0.3575,3464.41,37.2103,396.91
10,0.2495,4845.55,37.3246,298.04
